,items,total_sale,Categories
306,VANILLA ICECREAM              ,1299.5300000000002,FOOD
115,CHICKEN KIBBEH                ,1299.4099999999999,FOOD
124,APPLE N CINNAMON CREPES       ,1287.0300000000002,FOOD
45,HERBED GARDEN PIE             ,1280.79,FOOD
188,SULA BLUSH ZINFANDEL(GLS)     ,1260.0,WINES
199,CHAMPINONES CON AJO Y OLIVA   ,1212.75,FOOD
118,LEMON FLAVOUR SINGLE          ,1188.0,TOBACCO
140,BRAZIL BOURBONSANTOS (REG)    ,1175.6,BEVERAGE
245,LATE HARVEST SULA CHENIN (BTL),1134.0,TOBACCO
246,MEXICAN CHILLI CON CARNE WRAP ,1113.78,FOOD
207,CREME BRULEE                  ,1082.8300000000002,FOOD
17,KENYA AA (AULAIT)             ,1076.64,BEVERAGE
23,GREAT LAKES CREAM                   ,1076.64,BEVERAGE
148,YEMENI GREAT LAKES (REG)            ,1020.95,BEVERAGE
91,1+1 VLN CAB SAUV (BTL)        ,1008.0,WINES
278,VLN CAB SAUV (BTL)            ,1008.0,WINES
271,VLN CAB SAUV CLASIQ (BTL)     ,1008.0,WINES
300,THE CHOC FATHER               ,990.0,FOOD
125,INDIAN PEABERRY (REG)         ,990.0,BEVERAGE
182,BUNUELOS DE CHIRIZO           ,940.52,FOOD
244,ETHIOPIAN YIRGACHEFFE (REG)   ,928.1400000000001,BEVERAGE
290,SPINACH TEMPURA               ,928.1400000000001,FOOD
198,CEREAL KILLER                 ,928.14,FOOD
224,GUAVA                         ,924.0,MISC
292,STELLA ARTOIS                 ,885.94,LIQUOR
71,STELLA ARTOIS (GLS)           ,885.9300000000001,LIQUOR
101,EARL GREY                     ,884.8,BEVERAGE
102,CHAMOMILE TEA                 ,884.7899999999997,BEVERAGE
215,ENG BREAKFAST TEA             ,884.7899999999997,BEVERAGE
175,APPLE CINNAMON MUFFIN         ,884.7799999999997,FOOD
220,VLN SAUV BLANC (GLS)          ,882.0,WINES
280,RED SANGRIA (GLS)á áááááááááá ,882.0,WINES
275,VLN CHENIN BLANC (GLS)        ,882.0,WINES
315,ZINZI WHITE (BTL)             ,882.0,LIQUOR
269,RASPBERRY LITE SHAKE          ,853.87,BEVERAGE
311,VEG FRITTERS                  ,841.5200000000002,FOOD
303,BEAN N NACHO CHILLI           ,835.3,FOOD
178,BLUE BERRY MUFFINS            ,835.29,FOOD
295,SUNNY SIDE UP/BULLS EYE       ,822.9399999999999,FOOD
149,GREAT LAKES-JAVA BLEND (REG)        ,822.9199999999998,BEVERAGE
216,ESPRESSO TRIOS                ,816.78,BEVERAGE
243,HAWAIIAN KONA FANCY(REG)      ,816.76,BEVERAGE
107,CON PANNA                     ,816.75,BEVERAGE
130,ADD HAZELNUT FLAVOUR          ,804.44,BEVERAGE
97,ADD ON S                      ,798.0999999999999,MISC
146,CLASSIC MILD                  ,772.8,TOBACCO
201,CHICKEN DRUMMETS              ,742.52,FOOD
183,INDIAN PEABERRY (AULAIT)      ,742.5,BEVERAGE
264,PLAIN JANES (VANILLA)         ,742.5,MISC
289,SPICED LEMON AND BASIL VELOUTE,742.49,FOOD
301,TOMATOLINO                    ,742.48,FOOD
205,CINNA BUNS W CREAM CHESSE FROS,742.48,FOOD
236,GREAT LAKES-JAVA BLEND (AULAIT)     ,711.55,BEVERAGE
170,COSTARICA TARAZU (AULAIT)     ,711.55,BEVERAGE
117,GREAT LAKES T-SHIRTS                ,697.2,MERCHANDISE
206,COUS COUS WRAP                ,693.0,FOOD
95,1+1 VLN SAUV BLANC (GLS)      ,661.5,WINES
196,SANGRIA ROSE (GLS)            ,661.5,WINES
213,DIA SPARKLING WINE(BTL)       ,630.0,WINES
96,ADD HERB ROAST CHICKEN        ,594.08,MISC
153,MAHATMA COOL                  ,589.5,MERCHANDISE
156,SUMATRA MANDHELING (REG)      ,587.8,BEVERAGE
172,HOUSEBLEND FULLCITY (REG)     ,587.8,BEVERAGE
259,HOUSEBLEND FULLCITY (AU LAIT) ,569.24,BEVERAGE
180,COLUMBIAN SUP DCAFE (AU LAIT) ,501.18,BEVERAGE
164,BANGERS N MASH                ,501.18,BEVERAGE
187,TIFFIN DABBA CD RACK (SMALL)  ,499.5,MERCHANDISE
257,PESCADO PANINO                ,482.64,FOOD
190,BUTTERED TOASTS               ,470.25,FOOD
260,GUATEMALA ANTIGUA (REG)       ,464.07,BEVERAGE
279,RED BULL 3+2                  ,464.06,BEVERAGE
251,CH COASTER SET OF 4           ,449.4,MERCHANDISE
141,COLUMBIAN SUP DCAFE (RGLR)    ,426.93,BEVERAGE
310,VANILLA LITE SHAKE            ,426.93,BEVERAGE
158,SUMATRA MANDHELING (AULAIT)   ,426.93,BEVERAGE
173,HOUSE BLEND DECAFF (REG)      ,426.93,BEVERAGE
238,GOLD FLAKE KING RED           ,420.0,TOBACCO
247,MEXICAN CHILLY CREPES         ,408.38,FOOD
186,ZERO SIZE SHOT GLS            ,400.5,MERCHANDISE
210,CREPES WITH POTATO LAKTES     ,383.62,FOOD
132,ADD CARAMEL FLAVOUR           ,371.28000000000003,BEVERAGE
194,ORANGINA  (250ML)             ,371.26,BEVERAGE
197,CALAMARI FRITO                ,371.26,FOOD
167,BERRY BULL                    ,371.25,BEVERAGE
248,MINT FLAVOUR DOUBLE           ,369.6,TOBACCO
171,GUATEMALA ANTIGUA (AULAIT)    ,358.88,BEVERAGE
214,DIA SPARKLING WINE(GLS)       ,315.0,WINES
265,POLENTA & CORN CAKES          ,309.38,FOOD
137,BENSON & HEDGES LIGHTS        ,304.2,TOBACCO
274,CH KEY CHAIN                  ,299.25,MERCHANDISE
204,CHOCOLATE ICECREAM            ,297.02,FOOD
161,ASIAN WOK TOSSED SALAD        ,297.0,FOOD
154,MADIBA COOL                   ,294.75,MERCHANDISE
211,CRUMBED TOFU CRUSTINI         ,284.62,FOOD
285,SALI PER EDU/PAPETA PER EDU   ,272.26,FOOD
312,WAIST WATCHING OMELETTE       ,272.26,FOOD
273,CH NOTE BOOKS                 ,260.4,MERCHANDISE
131,ADD WHIPPED CREAM             ,259.9,BEVERAGE
276,GREAT LAKES ORGANISER               ,252.0,MERCHANDISE
219,DAILY BEER GLASSES            ,249.75,MERCHANDISE
234,HAWAIIAN KONA FANCY (AU LAIT) ,228.94,BEVERAGE
277,CH COFFEE MUGS                ,225.0,MERCHANDISE
294,SULA SATORI MERLOT (GLS)      ,220.5,WINES
177,LATE HARVEST SULA CHENIN (GLS),220.5,TOBACCO
314,WHITE SANGRIA (GLS)áááá áááááá,220.5,LIQUOR
105,ADD VANILLA FLAVOUR           ,216.58,BEVERAGE
159,ADD IRISH CREAM FLAVOUR       ,216.58,BEVERAGE
122,AFRICAN OMELETTE BREAKFAST    ,216.56,FOOD
226,HONEY ROASTED PEANUT BUTTER CK,204.18,FOOD
185,RECESSION BEER MUG SHOT GLS   ,200.25,MERCHANDISE
134,GRILLED CHICKEN SAUSAGES      ,198.0,FOOD
152,MUGS - TOP BOTTOM             ,195.75,MERCHANDISE
297,ADD CHICKEN                   ,185.64,FOOD
230,ICE BULL                      ,185.63,BEVERAGE
123,ALIO AGLIO                    ,185.63,FOOD
212,CURRIED WASHINGTON APPLE SOUP ,185.62,FOOD
302,ETHOPIAN YIRGACHEFFE (AULAIT) ,179.44,BEVERAGE
308,JAVA ESTATES (AULAIT)         ,179.44,BEVERAGE
121,ADD POTATO WEDGES             ,173.24,MISC
192,CAFE ZABAGLIONE               ,154.69,FOOD
151,JAVA ESTATES (REG)            ,154.69,BEVERAGE
270,MUGS - FLAMES                 ,150.76,MERCHANDISE
256,MUGS - TALL PLAIN             ,150.75,MERCHANDISE
184,MUGS WITH CIRCLE DESIGN       ,150.75,MERCHANDISE
237,MUGS - CHIP PRINT             ,129.94,MERCHANDISE
174,ADD CINNAMON FLAVOUR          ,123.76,BEVERAGE
307,NEW ORLEANS BLUE (REG)        ,117.56,BEVERAGE
284,SAIGON NOODLES                ,105.19,FOOD
298,GOLD FLAKE KING BLUE          ,105.0,TOBACCO
191,C C C ROMA TOMATO SALAD       ,99.0,FOOD
313,WARM PEPPER & CHICKPEA SALAD  ,99.0,FOOD
221,GOLD FLAKE KINGS-BIG          ,87.6,TOBACCO
222,GOLD FLAKE LIGHTS-BIG         ,87.6,TOBACCO
165,B-BEANS G-TOMATO & WEDGES     ,80.44,FOOD
309,CH BOOKMARKS SET OF 4         ,79.8,MERCHANDISE
250,MUGS - STRIPE PLAIN           ,75.38,MERCHANDISE
144,TREE DIARY                    ,65.1,MERCHANDISE
145,CUTTING GLASS                 ,27.0,MERCHANDISE
