,items,total_sale,Categories
267,RED SANGRIA (GLS)á áááááááááá ,1102.5,WINES
113,VLN SAUV BLANC (GLS)          ,1102.5,WINES
95,ETHIOPIAN YIRGACHEFFE (REG)   ,1082.8300000000002,BEVERAGE
255,PLAIN JANES (VANILLA)         ,1077.46,MISC
192,GREAT LAKES CREAM                   ,1076.64,BEVERAGE
203,COUS COUS WRAP                ,1039.5,FOOD
164,ASSORTED TAPAS(2 )VEG         ,1020.9300000000001,FOOD
278,VLN SAUV BLANC (BTL)          ,1008.0,WINES
296,WHITE SANGRIA (CARAFE)áááááááá,1008.0,LIQUOR
277,VLN CHENIN BLANC (BTL)        ,1008.0,WINES
165,BANGERS N MASH                ,1002.3699999999999,BEVERAGE
141,COLUMBIAN SUPREMO (AULAIT)    ,1002.3699999999999,BEVERAGE
130,SUNSHINE SHAKE                ,1002.3599999999999,FOOD
156,SANDASS                       ,999.0,MERCHANDISE
259,RASPBERRY LITE SHAKE          ,996.1699999999998,BEVERAGE
294,WAIST WATCHING OMELETTE       ,952.91,FOOD
211,ESPRESSO TRIOS                ,952.9,BEVERAGE
62,APPLE CINNAMON MUFFIN         ,952.8399999999997,FOOD
249,PESTO CREAM                   ,928.15,FOOD
252,STELLA ARTOIS MUG (1/2 LTR)   ,918.75,LIQUOR
185,C C C ROMA TOMATO SALAD       ,915.75,FOOD
215,CH COFFEE MUGS                ,900.0,MERCHANDISE
169,BLACK FOREST CREPES           ,897.2,FOOD
119,APRICOT FLAVOUR SINGLE        ,891.0,TOBACCO
214,CHICKEN KIBBEH                ,866.24,FOOD
189,CHAMPINONES CON AJO Y OLIVA   ,856.28,FOOD
154,HERBED GARDEN PIE             ,853.8599999999999,FOOD
208,CRUMBED TOFU CRUSTINI         ,853.8599999999999,FOOD
202,CINNA BUNS W CREAM CHESSE FROS,835.29,FOOD
124,YEMENI GREAT LAKES (REG)            ,816.76,BEVERAGE
205,CREPES MONTE CRISTO           ,816.76,FOOD
137,CHAMOMILE TEA                 ,816.7299999999998,BEVERAGE
118,APPLE N CINNAMON CREPES       ,804.4,FOOD
148,KENYA AA  (REG)               ,773.45,BEVERAGE
293,VEG FRITTERS                  ,767.27,FOOD
149,EARL GREY                     ,748.6800000000001,BEVERAGE
91,ADD HERB ROAST CHICKEN        ,742.6,MISC
134,BENSON & HEDGES LIGHTS        ,735.0,TOBACCO
213,GREEK GYROS CRUSTINI          ,717.76,FOOD
140,KENYA AA (AULAIT)             ,717.76,BEVERAGE
179,BUNUELOS DE CHIRIZO           ,705.39,FOOD
257,POLLO PELOTA CON TAMATE SALSA ,705.39,FOOD
72,CH KEY CHAIN                  ,698.25,MERCHANDISE
25,ADD HAZELNUT FLAVOUR          ,680.6800000000002,BEVERAGE
286,VLN CHENIN BLANC (GLS)        ,661.5,WINES
220,HONEY & MUSTARD GLAZED CHICKEN,649.6800000000001,FOOD
183,LATE HARVEST SULA CHENIN (BTL),630.0,TOBACCO
162,ORANGINA  (250ML)             ,618.77,BEVERAGE
98,HAWAIIAN KONA FANCY(REG)      ,612.5699999999999,BEVERAGE
104,BANANA WALNUT MUFFIN          ,612.54,FOOD
159,ASIAN WOK TOSSED SALAD        ,594.0,FOOD
262,MAHATMA COOL                  ,589.5,MERCHANDISE
283,SUNNY SIDE UP/BULLS EYE       ,587.81,FOOD
5,GREAT LAKES-JAVA BLEND (REG)        ,587.8,BEVERAGE
172,SUMATRA MANDHELING (REG)      ,587.8,BEVERAGE
122,BRAZIL BOURBONSANTOS (AULAIT) ,569.24,BEVERAGE
210,ENG BREAKFAST TEA             ,544.49,BEVERAGE
123,ETHOPIAN YIRGACHEFFE (AULAIT) ,538.3199999999999,BEVERAGE
224,ICE SPICE SHEESHA             ,528.0,TOBACCO
231,MAC N CHEESE                  ,501.18,FOOD
281,TIFFIN DABBA CD RACK (SMALL)  ,499.5,MERCHANDISE
178,MUGS WITH CIRCLE DESIGN       ,452.26,MERCHANDISE
184,BUTTERED TOASTS               ,445.5,FOOD
161,COLUMBIAN SUP DCAFE (RGLR)    ,426.93,BEVERAGE
239,MEXICAN CHILLY CREPES         ,408.38,FOOD
235,LASSI DA GLASS                ,399.0,MERCHANDISE
241,GREAT LAKES STAMP DAIRY             ,374.85,MISC
168,BERRY BULL                    ,371.26,BEVERAGE
188,CEREAL KILLER                 ,371.26,FOOD
117,ALIO AGLIO                    ,371.26,FOOD
23,INDIAN PEABERRY (AULAIT)      ,371.25,BEVERAGE
14,ADD CARAMEL FLAVOUR           ,340.34000000000003,BEVERAGE
221,HONEY ROASTED PEANUT BUTTER CK,340.3,FOOD
247,MUGS - DOTS                   ,339.76,MERCHANDISE
198,CHOCOLATE ICECREAM            ,334.17,FOOD
151,ADD WHIPPED CREAM             ,334.15999999999997,BEVERAGE
246,STELLA ARTOIS (GLS)           ,328.13,LIQUOR
295,WARM PEPPER & CHICKPEA SALAD  ,327.94,FOOD
248,PESCADO PANINO                ,321.76,FOOD
218,AU LAIT SET                   ,317.25,MERCHANDISE
272,SAIGON NOODLES                ,315.57,FOOD
135,GOLD FLAKE KING RED           ,315.0,TOBACCO
173,GRILLED CHICKEN SAUSAGES      ,297.0,FOOD
290,PROFESSOR COOL                ,294.75,MERCHANDISE
157,KONKAN STRIPE                 ,294.75,MERCHANDISE
193,GREAT LAKES-JAVA BLEND (AULAIT)     ,284.62,BEVERAGE
200,SUMATRA MANDHELING (AULAIT)   ,284.62,BEVERAGE
263,GREAT LAKES ORGANISER               ,252.0,MERCHANDISE
28,HOUSEBLEND FULLCITY (REG)     ,235.12,BEVERAGE
237,MM DAIRY GRAMAPHONE           ,226.8,MERCHANDISE
182,CON PANNA                     ,222.75,BEVERAGE
253,SANGRIA ROSE (GLS)            ,220.5,WINES
116,AFRICAN OMELETTE BREAKFAST    ,216.56,FOOD
114,ADD POTATO WEDGES             ,204.19,MISC
175,CLASSIC MILD                  ,199.2,TOBACCO
216,CH NOTE BOOKS                 ,195.29999999999998,MERCHANDISE
242,MORROCAN SOY KEBABS           ,185.63,FOOD
199,GUATEMALA ANTIGUA (AULAIT)    ,179.44,BEVERAGE
270,COLUMBIAN SUP DCAFE (AU LAIT) ,167.06,BEVERAGE
152,ADD IRISH CREAM FLAVOUR       ,154.70000000000002,BEVERAGE
186,CAFE ZABAGLIONE               ,154.69,FOOD
110,MUGS - FLAMES                 ,150.76,MERCHANDISE
261,MUGS - TALL PLAIN             ,150.76,MERCHANDISE
194,HOUSE BLEND DECAFF (REG)      ,142.31,BEVERAGE
201,HOUSEBLEND FULLCITY (AU LAIT) ,142.31,BEVERAGE
273,SALI PER EDU/PAPETA PER EDU   ,136.13,FOOD
234,RULER DIARY                   ,130.2,MERCHANDISE
181,ADD VANILLA FLAVOUR           ,123.76,BEVERAGE
243,NEW ORLEANS BLUE (REG)        ,117.56,BEVERAGE
115,ADD TRADITIONAL MEAT FEAST    ,111.38,MISC
219,GOLD FLAKE KING BLUE          ,105.0,TOBACCO
150,ADD CINNAMON FLAVOUR          ,92.82000000000001,BEVERAGE
209,CURRIED WASHINGTON APPLE SOUP ,92.81,FOOD
217,OATMEAL AND RAISIN COOKIES    ,68.06,FOOD
236,TREE DIARY                    ,65.1,MERCHANDISE
