,items,total_sale,Categories
64,MT. BROWNIE                   ,9578.25,FOOD
104,TROPICAL SMOOTHIE             ,9522.379999999996,BEVERAGE
62,CHICKEN SALAMI PANINI         ,9518.439999999997,FOOD
25,COOL CALIFORNICA              ,9361.910000000003,BEVERAGE
91,AL SIKANDARI HOOKAH SINGLE    ,9345.599999999999,TOBACCO
185,BLUEBERRY BRAIN FREEZER SHAKE ,9256.81,BEVERAGE
67,DUTCH TRUFFLE CAKE SHAKE      ,9188.309999999998,FOOD
72,BAILEYS IRISH SHAKE           ,9132.75,FOOD
231,ICED LEMON OR STR CAMOMILE    ,8712.0,BEVERAGE
268,RED BULL 2+1                  ,8662.619999999999,BEVERAGE
200,CHEESE FONDUE                 ,8575.97,FOOD
19,ULTIMATE HOT CHOCOLATE        ,8229.239999999998,BEVERAGE
49,SNICKER BAR SHAKE             ,8185.960000000002,FOOD
202,CHICKEN SLOUVLAKI WRAP        ,8118.0,FOOD
289,THE AFTER EIGHT SHAKE         ,7796.25,BEVERAGE
235,LEMON INFUSED CHAR GRILLED VEG,7759.2699999999995,FOOD
88,GRAPE FLAVOUR SINGLE          ,7722.0,TOBACCO
53,MEZE PLATTER                  ,7351.02,FOOD
16,CURRANT COOLER                ,7288.75,BEVERAGE
32,GOOEY CHOCOLATE FUDGE         ,7276.709999999999,FOOD
50,THAT CHOCOLATE THING......... ,7103.25,FOOD
68,POUTINE WITH WEDGES           ,7004.339999999997,FOOD
34,VERTIGO                       ,6682.5,FOOD
252,ORANGE ARRABIATA              ,6552.7300000000005,FOOD
51,BLACK FOREST SHAKE            ,6515.350000000002,FOOD
281,SMOKED CHICK & PESTO CREAM CRO,6410.25,FOOD
243,MEDITER RANEAN PANINO         ,6107.179999999998,FOOD
15,BLACK CURRANT ICED TEA        ,5785.45,BEVERAGE
27,THE CHOCO LATTE               ,5760.4800000000005,BEVERAGE
203,CHOCOLATE FONDUE              ,5630.659999999999,FOOD
44,CAESARS SALAD WRAP            ,5574.9400000000005,FOOD
117,HASH BROWN OMELETTE           ,5513.129999999999,FOOD
271,RED SANGRIA (CARAFE) áááááááá ,5355.0,WINES
247,MIXED FLAVOUR SINGLE          ,5049.0,BEVERAGE
45,STRAWBERRY CHEESECAKE SHAKE   ,4844.750000000002,FOOD
294,TRADITIONAL ITALIAN CRUSTINI  ,4294.09,FOOD
210,CREPES WITH MUSHROOMS         ,4219.84,FOOD
285,STRAWBERRY LITE SHAKE         ,4127.01,BEVERAGE
108,LINDT HOT CHOCOLATE           ,4102.31,BEVERAGE
234,JAPANESE YAKITORI WRAP        ,4083.8500000000004,FOOD
232,ITALIAN CAPONATA PANINO       ,3867.25,FOOD
23,STRAWBERRY ICED TEA           ,3786.8300000000004,BEVERAGE
229,HOTDOG WRAP                   ,3712.59,FOOD
31,SPANISH OMELETTE BREAKFAST    ,3539.34,FOOD
71,ROCKY ROAD SHAKE              ,3508.2699999999995,FOOD
63,SCRAMBLED EGGS                ,3409.27,FOOD
251,NUTELLA CREPES                ,3378.46,FOOD
244,MEXICAN CHILLI CON CARNE WRAP ,3341.34,FOOD
96,1+1 GLS 4SEASONS WHITE        ,3276.0,WINES
188,STRAWBERRY FLAVOUR SINGLE     ,3267.0,TOBACCO
13,DOPPIO                        ,3192.75,BEVERAGE
129,HERBED CHICKEN PIE            ,3174.14,FOOD
47,ADD FRIES                     ,3161.71,FOOD
262,POLLO CON AIOLI               ,3118.5,FOOD
237,M & M SHAKE                   ,3118.5,BEVERAGE
121,JUICE HOOKAH SINGLE           ,3115.2,TOBACCO
280,SHERRIED MUSHROOMS CROQUE     ,3093.8,FOOD
102,IRISH COFFEE                  ,3093.8,BEVERAGE
277,ROMA TOMATO & JALAPENO CROQUE ,3093.8,FOOD
272,RED SANGRIA (GLS)á áááááááááá ,2866.5,WINES
279,SHERRIED GARLIC MUSHROOMS CRUS,2846.2,FOOD
57,CHEESE CAKE OF THE WEEK       ,2843.7200000000003,FOOD
116,APPLE PIE SHAKE               ,2840.0499999999997,FOOD
70,THE GREAT INDIAN WRAP         ,2772.0,FOOD
73,ITALIAN OMELETTE BREAKFAST    ,2759.7,FOOD
112,BUN MASKA & CHAI              ,2747.25,FOOD
43,KHEEMA GHOTALA                ,2722.6000000000004,FOOD
111,THANK GOD ITS A SUNDAE        ,2685.3399999999997,FOOD
156,PEACH FLAVOUR SINGLE          ,2673.0,TOBACCO
175,B1G1 ZINZI RED (BTL)          ,2646.0,WINES
177,B1G1 ZINZI WHITE (BTL)        ,2646.0,WINES
17,CHAI LATTE                    ,2598.72,BEVERAGE
242,MATEUS ROSE PORTUGAL(BTL)     ,2520.0,WINES
124,MONSOON MALABAR (REG)         ,2475.0,BEVERAGE
95,1+1 GLS 4SEASON RED           ,2425.5,WINES
97,2 OCEAN PINOTAGE (BTL)        ,2394.0,WINES
259,PLAIN JANE (CHOCOLATE)        ,2351.25,MISC
197,CAJUN CHICKEN CRUSTINI        ,2332.7200000000003,FOOD
226,GUAVA                         ,2310.0,MISC
35,HERBED GARDEN PIE             ,2276.97,FOOD
176,B1G1 ZINZI RED (GLS)          ,2268.0,WINES
257,PESTO CREAM                   ,2258.4900000000002,FOOD
284,SRILANKAN OMELETTE BREAKFAST  ,2252.3200000000006,FOOD
65,SEASONAL FRUITPIE (LOWCAL)    ,2252.25,FOOD
162,COOKIE MONSTER                ,2171.7799999999997,FOOD
127,SUNSHINE SHAKE                ,2171.7799999999997,FOOD
240,MAISON PIERRE SAUV MARSAN     ,2142.0,WINES
233,J.PCHENET SPARKLING ROSE (BTL),2142.0,FOOD
69,MAGGI NDLTHAI STYLE           ,2079.0,FOOD
228,HONEYGLAZED CHICK & MUSTERD CR,2079.0,FOOD
147,APRICOT FLAVOUR SINGLE        ,2079.0,TOBACCO
152,JAMAICAN BLUE MT (REG)        ,2041.9,BEVERAGE
101,ESPRESSO                      ,2029.5,BEVERAGE
100,KENYA AA  (REG)               ,2010.9700000000003,BEVERAGE
12,BRAZIL BOURBONSANTOS (REG)    ,1998.56,BEVERAGE
134,SANDASS                       ,1998.0,MERCHANDISE
178,B1G1 ZINZI WHITE (GLS)        ,1890.0,WINES
128,CLASSIC BELGIAN  WAFFLE       ,1782.0,FOOD
139,LEMON FLAVOUR SINGLE          ,1782.0,TOBACCO
171,ASSORTED TAPAS(2 )VEG         ,1701.55,FOOD
209,CREPES MONTE CRISTO           ,1633.52,FOOD
238,MAGGI NDL BOLOGNESE           ,1590.19,FOOD
296,VANILLA LITE SHAKE            ,1565.4199999999998,BEVERAGE
264,QUESO CROQUETAS FRITOS        ,1559.25,FOOD
105,QUA  MINERAL WATER(500ML)     ,1559.21,BEVERAGE
138,MARRAKESH HOOKAH SINGLE       ,1557.6,TOBACCO
161,GREAT LAKES FLOATS W CHOC           ,1546.9800000000007,BEVERAGE
1,MONSOON MALABAR (AULAIT)      ,1485.0,BEVERAGE
190,BUTTER MILK PAN CAKES         ,1484.9699999999998,FOOD
18,GREAT LAKES CREAM                   ,1435.51,BEVERAGE
189,BUNUELOS DE CHIRIZO           ,1410.77,FOOD
270,RED BULL 3+2                  ,1392.18,BEVERAGE
290,THE CHOC FATHER               ,1386.0,FOOD
155,APPLE CINNAMON MUFFIN         ,1293.1599999999999,FOOD
255,PESCADO PANINO                ,1287.04,FOOD
6,BRAZIL BOURBONSANTOS (AULAIT) ,1280.79,BEVERAGE
182,BLACK FOREST CREPES           ,1256.0800000000002,FOOD
22,COOKIE CRUMBLE                ,1225.17,BEVERAGE
170,ASSORTED TAPAS (2)NONVEG      ,1225.1399999999999,FOOD
21,EARL GREY                     ,1225.12,BEVERAGE
114,CHUNKY CHOCO CHIP COOKIES     ,1225.1099999999997,FOOD
288,SWEET MELON FLAVOUR SINGLE    ,1188.0,FOOD
20,ORANGINA  (250ML)             ,1175.7200000000003,BEVERAGE
160,COLUMBIAN SUPREMO (AULAIT)    ,1169.43,BEVERAGE
211,CREPES WITH POTATO LAKTES     ,1150.86,FOOD
283,SPICED LEMON AND BASIL VELOUTE,1144.6799999999998,FOOD
172,B1G1 4SEASON CLAS SAUV(BTL)   ,1134.0,WINES
94,1+1 BTL4 SEASON WHITE         ,1134.0,WINES
183,BLACKENED BALTI CHICKEN CRUSTI,1126.1599999999999,FOOD
258,PLAIN  JANE (STRAWBERRY)      ,1113.75,MISC
184,BLUE BERRY MUFFINS            ,1113.7299999999998,FOOD
260,BODHI CUSHIONS                ,1100.26,MERCHANDISE
295,VANILLA ICECREAM              ,1076.72,FOOD
125,KENYA AA (AULAIT)             ,1076.63,BEVERAGE
141,SANGRIA ROSE (CARAFE)         ,1071.0,WINES
5,SUMATRA MANDHELING (REG)      ,1058.06,BEVERAGE
149,GREAT LAKES FLOAT W VANILLA         ,1051.95,BEVERAGE
207,COUS COUS WRAP                ,1039.5,FOOD
130,TIRAMISU                      ,1039.5,FOOD
123,HOUSEBLEND FULLCITY (REG)     ,940.4899999999998,BEVERAGE
220,GNOCCHI CON POMMODORO         ,928.15,FOOD
230,ICE BULL                      ,928.15,BEVERAGE
181,BERRY BULL                    ,928.15,BEVERAGE
208,CREME BRULEE                  ,928.1400000000001,FOOD
122,ADD ON S                      ,928.0299999999996,MISC
223,GREEK GYROS CRUSTINI          ,897.2,FOOD
109,ETHOPIAN YIRGACHEFFE (AULAIT) ,897.19,BEVERAGE
204,CHERRY FLAVOUR SINGLE         ,891.0,TOBACCO
61,BANANA WALNUT MUFFIN          ,884.7799999999997,FOOD
261,PLAIN JANES (VANILLA)         ,866.25,MISC
199,CHAMPINONES CON AJO Y OLIVA   ,866.25,FOOD
144,AFRICAN OMELETTE BREAKFAST    ,866.24,FOOD
146,APPLE N CINNAMON CREPES       ,804.39,FOOD
215,DIA SPARKLING WINE(GLS)       ,787.5,WINES
98,4 SEASONS CLAS SAUV(GLS       ,756.0,WINES
119,ROCKSTAR TOOTHPICK HOLDER     ,749.25,MERCHANDISE
298,WARM PEPPER & CHICKPEA SALAD  ,723.94,FOOD
274,JAVA ESTATES (AULAIT)         ,717.76,BEVERAGE
169,ASIAN WOK TOSSED SALAD        ,717.75,FOOD
29,HOUSEBLEND FULLCITY (AU LAIT) ,711.55,BEVERAGE
28,COSTARICA TARRAZU (REG)       ,705.3699999999999,BEVERAGE
153,GREAT LAKES-JAVA BLEND (REG)        ,705.3599999999999,BEVERAGE
30,JAMAICAN BLUE MT (AU LAIT)    ,686.8199999999999,BEVERAGE
297,WAIST WATCHING OMELETTE       ,680.64,FOOD
133,MM DAIRY GRAMAPHONE           ,680.4000000000001,MERCHANDISE
300,WHITE SANGRIA (GLS)áááá áááááá,661.5,LIQUOR
26,ADD HAZELNUT FLAVOUR          ,649.7400000000002,BEVERAGE
198,CARROT CAKE                   ,643.51,FOOD
99,ADD HERB ROAST CHICKEN        ,618.8,MISC
180,ETHIOPIAN YIRGACHEFFE (REG)   ,618.76,BEVERAGE
192,C C C ROMA TOMATO SALAD       ,618.75,FOOD
157,YEMENI GREAT LAKES (REG)            ,612.5699999999999,BEVERAGE
287,SUNNY SIDE UP/BULLS EYE       ,587.81,FOOD
212,CRUMBED TOFU CRUSTINI         ,569.24,FOOD
265,RASPBERRY LITE SHAKE          ,569.24,BEVERAGE
106,COLUMBIAN SUPREMO  (REG)      ,569.24,BEVERAGE
103,COSTARICA TARAZU (AULAIT)     ,569.24,BEVERAGE
302,ZINZI WHITE  (GLS)            ,567.0,LIQUOR
239,LOTUS TEA LIGHT HOLDER        ,560.25,MERCHANDISE
254,PEACH BULL                    ,556.89,BEVERAGE
137,CLASSIC MILD                  ,525.6,TOBACCO
165,GREAT LAKES ORGANISER               ,504.0,MERCHANDISE
136,MODEL-P (IRON ASHTRAY)        ,499.5,MERCHANDISE
206,CINNA BUNS W CREAM CHESSE FROS,464.06,FOOD
299,WHAT A MELON                  ,462.0,BEVERAGE
174,B1G1 4SEASON CLAS SYRAH(GLS)  ,441.0,WINES
217,ESPRESSO TRIOS                ,408.39,BEVERAGE
110,CHAMOMILE TEA                 ,408.36,BEVERAGE
135,ZERO SIZE SHOT GLS            ,400.5,MERCHANDISE
218,GOA GIRLS SHOT GLASS          ,400.5,MERCHANDISE
219,DAAKU SHOT GLASSES S-O 2      ,400.5,MERCHANDISE
158,INDIAN PEABERRY (REG)         ,396.0,BEVERAGE
193,JODHPUR LILY                  ,394.88,MERCHANDISE
195,JAIPUR LILY                   ,394.88,MERCHANDISE
194,JAISALMER LILY                ,394.88,MERCHANDISE
250,NIRVANA HOOKAH DOUBLE         ,389.4,FOOD
301,ZINZI RED (GLS)               ,378.0,LIQUOR
107,INDIAN PEABERRY (AULAIT)      ,371.25,BEVERAGE
293,TOMATOLINO                    ,371.24,FOOD
186,GUATEMALA ANTIGUA (AULAIT)    ,358.88,BEVERAGE
267,GREAT LAKES T-SHIRTS                ,348.6,MERCHANDISE
191,BUTTERED TOASTS               ,320.33,FOOD
245,BENSON & HEDGES LIGHTS        ,298.79999999999995,TOBACCO
278,ROSE FLAVORS SINGLE           ,297.0,MISC
269,ORANGE FLAVOUR SINGLE         ,297.0,TOBACCO
241,MANGO FLAVOUR SINGLE          ,297.0,MISC
148,GREAT LAKES-JAVA BLEND (AULAIT)     ,284.62,BEVERAGE
151,SUMATRA MANDHELING (AULAIT)   ,284.62,BEVERAGE
201,DHARMATEA LIGHT HOLDER        ,280.13,MERCHANDISE
227,HONEY ROASTED PEANUT BUTTER CK,272.24,FOOD
216,ENG BREAKFAST TEA             ,272.24,BEVERAGE
205,CHOCOLATE ICECREAM            ,259.9,FOOD
292,MUGS - CHIP PRINT             ,259.88,MERCHANDISE
173,B1G1 4SEASON CLAS SAUV(GLS)   ,252.0,WINES
286,SULA BLUSH ZINFANDEL(GLS)     ,252.0,WINES
249,GREAT LAKES STAMP DAIRY             ,249.9,MISC
154,GRILLED CHICKEN SAUSAGES      ,247.5,FOOD
76,FLAVORS (100 GMS)             ,236.25,MERCHANDISE
263,POLLO PELOTA CON TAMATE SALSA ,235.13,FOOD
224,HAWAIIAN KONA FANCY (AU LAIT) ,228.94,BEVERAGE
273,YEMENI GREAT LAKES (AULAIT)         ,228.94,BEVERAGE
163,MUGS - FLAMES                 ,226.14,MERCHANDISE
159,CON PANNA                     ,222.75,BEVERAGE
282,HAWAIIAN KONA FANCY(REG)      ,204.19,BEVERAGE
246,MEXICAN CHILLY CREPES         ,204.19,FOOD
266,BHOJPURI SHOT GLASSES         ,200.25,MERCHANDISE
256,RECESSION BEER MUG SHOT GLS   ,200.25,MERCHANDISE
164,LASSI DA GLASS                ,199.5,MERCHANDISE
150,ADD CARAMEL FLAVOUR           ,185.64000000000001,BEVERAGE
145,ALIO AGLIO                    ,185.63,FOOD
221,GOLD FLAKE KINGS-BIG          ,175.2,TOBACCO
166,MUGS - DOTS                   ,169.88,MERCHANDISE
179,B-BEANS G-TOMATO & WEDGES     ,160.88,FOOD
196,CAFE ZABAGLIONE               ,154.69,FOOD
77,MUGS WITH CIRCLE DESIGN       ,150.75,MERCHANDISE
126,HOUSE BLEND DECAFF (REG)      ,142.31,BEVERAGE
253,COLUMBIAN SUP DCAFE (RGLR)    ,142.31,BEVERAGE
275,NEW ORLEANS BLUE (REG)        ,117.56,BEVERAGE
143,ADD TRADITIONAL MEAT FEAST    ,111.38,MISC
168,BENSON & HEDGES SPL           ,99.6,TOBACCO
236,CLASSIC REGULAR               ,93.6,TOBACCO
225,ADD CINNAMON FLAVOUR          ,92.82000000000001,BEVERAGE
214,DECAFFINATE COFFEE FRAPPE     ,92.81,BEVERAGE
213,CURRIED WASHINGTON APPLE SOUP ,92.81,FOOD
140,CLASSIC MENTHOL               ,87.6,TOBACCO
222,GOLD FLAKE ULTRA LIGHTS(20)   ,87.6,TOBACCO
248,MOCAFE HOT CHOCOLATE(SF)      ,80.44,BEVERAGE
187,COOLER GLASS(PILSNER)         ,78.75,MERCHANDISE
132,MUGS - PLAIN COLOUR           ,75.38,MERCHANDISE
291,OATMEAL AND RAISIN COOKIES    ,68.06,FOOD
120,TREE DIARY                    ,65.1,MERCHANDISE
142,ADD POTATO WEDGES             ,43.31,MISC
