,items,total_sale,Categories
218,HONEY & MUSTARD GLAZED CHICKEN,1856.3000000000002,FOOD
50,HERBED GARDEN PIE             ,1850.0299999999997,FOOD
48,APPLE PIE SHAKE               ,1837.6699999999998,FOOD
116,ESPRESSO                      ,1831.5,BEVERAGE
282,FLAVOUR 500 GMS               ,1822.5,MERCHANDISE
115,GREAT LAKES FLOAT W VANILLA         ,1794.48,BEVERAGE
265,QUESO CROQUETAS FRITOS        ,1782.0,FOOD
256,PLAIN  JANE (STRAWBERRY)      ,1732.5,MISC
255,PHILADELPHIA CREAM CHEESECAKE ,1726.29,FOOD
119,COLUMBIAN SUPREMO  (REG)      ,1707.7299999999998,BEVERAGE
149,KENYA AA  (REG)               ,1701.5900000000001,BEVERAGE
190,CHICKEN DRUMMETS              ,1670.67,FOOD
211,GNOCCHI CON POMMODORO         ,1670.67,FOOD
215,GREEK GYROS CRUSTINI          ,1614.96,FOOD
163,BLACKENED BALTI CHICKEN CRUSTI,1608.8000000000002,FOOD
134,CHAI LATTE                    ,1577.7999999999997,BEVERAGE
266,RASPBERRY LITE SHAKE          ,1565.4199999999998,BEVERAGE
177,MARRAKESH HOOKAH SINGLE       ,1557.6,TOBACCO
89,1+1 VLN SAUV BLANC (GLS)      ,1543.5,WINES
293,SULA SATORI MERLOT (GLS)      ,1543.5,WINES
83,SULA BRUT (BTL)               ,1512.0,WINES
169,ORANGE FLAVOUR SINGLE         ,1485.0,TOBACCO
307,VANILLA LITE SHAKE            ,1423.11,BEVERAGE
234,MAGGI NDL BOLOGNESE           ,1386.0,FOOD
258,PLAIN JANES (VANILLA)         ,1361.25,MISC
257,PLAIN JANE (CHOCOLATE)        ,1361.25,MISC
273,RED SANGRIA (GLS)á áááááááááá ,1323.0,WINES
84,1+1 VLN CAB SAUV (GLS)        ,1323.0,WINES
231,JAPANESE YAKITORI WRAP        ,1299.4099999999999,FOOD
206,DIA SPARKLING WINE(BTL)       ,1260.0,WINES
162,BLACK FOREST CREPES           ,1256.0800000000002,FOOD
151,MONSOON MALABAR (AULAIT)      ,1237.5,BEVERAGE
29,TIRAMISU                      ,1212.75,FOOD
278,ROSE FLAVORS SINGLE           ,1188.0,MISC
197,CHERRY FLAVOUR SINGLE         ,1188.0,TOBACCO
185,FLAVORS (100 GMS)             ,1181.25,MERCHANDISE
170,BUNUELOS DE CHIRIZO           ,1175.6399999999999,FOOD
294,SUNNY SIDE UP/BULLS EYE       ,1175.6100000000001,FOOD
123,APPLE CINNAMON MUFFIN         ,1157.02,FOOD
204,CREPES WITH POTATO LAKTES     ,1150.86,FOOD
1,1+1 BTL4 SEASON WHITE         ,1134.0,WINES
161,BERRY BULL                    ,1113.78,BEVERAGE
153,BANANA WALNUT MUFFIN          ,1088.9699999999996,FOOD
145,ETHIOPIAN YIRGACHEFFE (REG)   ,1082.8300000000002,BEVERAGE
311,WHITE SANGRIA (CARAFE)áááááááá,1071.0,LIQUOR
220,HONEYGLAZED CHICK & MUSTERD CR,1039.5,FOOD
188,CHAMPINONES CON AJO Y OLIVA   ,1039.5,FOOD
179,BUTTER MILK PAN CAKES         ,1020.9200000000001,FOOD
88,1+1 VLN SAUV BLANC (BTL)      ,1008.0,WINES
292,SULA SATORI MERLOT (BTL)      ,1008.0,WINES
91,4 SEASONS CLAS SYRAH(BTL)     ,1008.0,WINES
308,WAIST WATCHING OMELETTE       ,1002.39,FOOD
176,ROCKSTAR TOOTHPICK HOLDER     ,999.0,MERCHANDISE
289,SRILANKAN OMELETTE BREAKFAST  ,965.26,FOOD
154,THANK GOD ITS A SUNDAE        ,959.05,FOOD
314,ZINZI WHITE  (GLS)            ,945.0,LIQUOR
93,ADD HERB ROAST CHICKEN        ,928.1899999999999,MISC
252,PESTO CREAM                   ,928.15,FOOD
241,MEXICAN CHILLI CON CARNE WRAP ,928.15,FOOD
226,ICE BULL                      ,928.15,BEVERAGE
288,SPINACH TEMPURA               ,928.1400000000001,FOOD
262,POLENTA & CORN CAKES          ,928.1400000000001,FOOD
272,RED BULL 3+2                  ,928.12,BEVERAGE
269,YEMENI GREAT LAKES (AULAIT)         ,915.76,BEVERAGE
171,KENYA AA (AULAIT)             ,897.2,BEVERAGE
178,PEACH FLAVOUR SINGLE          ,891.0,TOBACCO
312,WHITE SANGRIA (GLS)áááá áááááá,882.0,LIQUOR
200,COUS COUS WRAP                ,866.25,FOOD
142,BRAZIL BOURBONSANTOS (AULAIT) ,853.8599999999999,BEVERAGE
236,GREAT LAKES-JAVA BLEND (REG)        ,822.9299999999998,BEVERAGE
172,COSTARICA TARRAZU (REG)       ,822.9299999999998,BEVERAGE
141,BRAZIL BOURBONSANTOS (REG)    ,822.9199999999998,BEVERAGE
216,HAWAIIAN KONA FANCY(REG)      ,816.76,BEVERAGE
94,ADD ON S                      ,816.6799999999998,MISC
251,PESCADO PANINO                ,804.39,FOOD
301,THE CHOC FATHER               ,792.0,FOOD
72,CLASSIC MILD                  ,788.4,TOBACCO
201,CREME BRULEE                  ,773.45,FOOD
23,CHAMOMILE TEA                 ,748.6599999999999,BEVERAGE
250,PEACH BULL                    ,742.52,MISC
187,CALAMARI FRITO                ,742.51,FOOD
164,BLUE BERRY MUFFINS            ,742.49,FOOD
260,HOEGAARDEN MUG (1 LITRE)      ,721.88,LIQUOR
167,ETHOPIAN YIRGACHEFFE (AULAIT) ,717.76,BEVERAGE
223,GREAT LAKES-JAVA BLEND (AULAIT)     ,711.55,BEVERAGE
15,COSTARICA TARAZU (AULAIT)     ,711.55,BEVERAGE
264,POLLO PELOTA CON TAMATE SALSA ,705.39,FOOD
175,MUGS - PATTERN                ,700.88,MERCHANDISE
133,HAWAIIAN KONA FANCY (AU LAIT) ,686.8199999999999,BEVERAGE
192,JAMAICAN BLUE MT (AU LAIT)    ,686.8199999999999,BEVERAGE
254,VLN CHENIN BLANC (GLS)        ,661.5,WINES
225,VLN CAB SAUV (GLS)            ,661.5,WINES
147,LATE HARVEST SULA CHENIN (GLS),661.5,TOBACCO
112,AFRICAN OMELETTE BREAKFAST    ,649.6800000000001,FOOD
118,EARL GREY                     ,612.55,BEVERAGE
152,CON PANNA                     ,594.0,BEVERAGE
148,LATE HARVEST SULA CHENIN (BTL),567.0,TOBACCO
287,SPICED LEMON AND BASIL VELOUTE,556.88,FOOD
156,ASIAN WOK TOSSED SALAD        ,556.88,FOOD
286,FLAVOR 250 GMS                ,534.38,MERCHANDISE
82,SULA BLUSH ZINFANDEL(GLS)     ,504.0,WINES
65,DAIRY OF A DAIRY              ,499.8,MERCHANDISE
238,DAILY BEER GLASSES            ,499.5,MERCHANDISE
261,SANDASS                       ,499.5,MERCHANDISE
239,BENSON & HEDGES LIGHTS        ,498.0,TOBACCO
306,VANILLA ICECREAM              ,482.67999999999995,FOOD
173,SUMATRA MANDHELING (REG)      ,470.24,BEVERAGE
310,WHAT A MELON                  ,462.0,BEVERAGE
309,WARM PEPPER & CHICKPEA SALAD  ,445.5,FOOD
214,GOLD FLAKE KINGS-BIG          ,438.0,TOBACCO
191,ORANGINA  (250ML)             ,433.15,BEVERAGE
248,HOUSEBLEND FULLCITY (AU LAIT) ,426.94,BEVERAGE
150,SUMATRA MANDHELING (AULAIT)   ,426.93,BEVERAGE
249,YEMENI GREAT LAKES (REG)            ,408.38,BEVERAGE
168,MUMBAI SHOT GLASSES           ,400.5,MERCHANDISE
66,GOA GIRLS SHOT GLASS          ,400.5,MERCHANDISE
237,INDIAN PEABERRY (REG)         ,396.0,BEVERAGE
298,JAISALMER LILY                ,394.88,MERCHANDISE
303,GREAT LAKES HOOKAH SINGLE           ,389.4,TOBACCO
113,ALIO AGLIO                    ,371.26,FOOD
302,TOMATOLINO                    ,371.24,FOOD
222,GREAT LAKES CREAM                   ,358.88,BEVERAGE
180,BUTTERED TOASTS               ,346.5,FOOD
137,GRILLED CHICKEN SAUSAGES      ,346.5,FOOD
219,HONEY ROASTED PEANUT BUTTER CK,340.3,FOOD
114,APPLE N CINNAMON CREPES       ,321.76,FOOD
229,GUATEMALA ANTIGUA (REG)       ,309.38,BEVERAGE
140,BENSON & HEDGES SPL           ,298.79999999999995,TOBACCO
198,CHOCOLATE ICECREAM            ,297.03000000000003,FOOD
268,HOEGAARDEN (GLS)              ,295.31,LIQUOR
281,STELLA ARTOIS (GLS)           ,295.31,LIQUOR
285,SHAKE GLASS                   ,281.25,MERCHANDISE
208,ENG BREAKFAST TEA             ,272.24,BEVERAGE
22,ADD HAZELNUT FLAVOUR          ,247.52,BEVERAGE
213,INDIAN PEABERRY (AULAIT)      ,247.5,BEVERAGE
143,ADD WHIPPED CREAM             ,222.77,BEVERAGE
291,SULA CHENIN BLANC (GLS)       ,220.5,WINES
92,4 SEASONS CLAS SYRAH(GLS)     ,220.5,WINES
253,VLN CAB SAUV CLASIQ (GLS)     ,220.5,WINES
235,MANDALA VALLEY CHENIN BLANC(GL,220.5,WINES
270,SANGRIA ROSE (GLS)            ,220.5,WINES
242,MEXICAN CHILLY CREPES         ,204.19,FOOD
224,RECESSION BEER MUG SHOT GLS   ,200.25,MERCHANDISE
138,MUGS - TOP BOTTOM             ,195.75,MERCHANDISE
313,ZINZI RED (GLS)               ,189.0,LIQUOR
199,CINNA BUNS W CREAM CHESSE FROS,185.62,FOOD
284,COUNTRY LEMONADE GLASS(HANSA) ,168.75,MERCHANDISE
295,COLUMBIAN SUPREMO (AULAIT)    ,167.06,BEVERAGE
297,HOUSE BLEND DE CAFFE (AU LAIT),167.06,BEVERAGE
212,COLUMBIAN SUP DCAFE (AU LAIT) ,167.06,BEVERAGE
207,DIA SPARKLING WINE(GLS)       ,157.5,WINES
276,JAVA ESTATES (REG)            ,154.69,BEVERAGE
182,CAFE ZABAGLIONE               ,154.69,FOOD
127,MUGS - TALL PLAIN             ,150.76,MERCHANDISE
271,HOUSE BLEND DECAFF (REG)      ,142.31,BEVERAGE
296,NEW ORLEANS BLUE  (AULAIT)    ,142.31,BEVERAGE
205,CRUMBED TOFU CRUSTINI         ,142.31,FOOD
209,ESPRESSO TRIOS                ,136.13,BEVERAGE
259,ADD CARAMEL FLAVOUR           ,123.76,BEVERAGE
174,FLAVOR  50 GMS                ,123.75,MERCHANDISE
244,HOUSEBLEND FULLCITY (REG)     ,117.56,BEVERAGE
111,ADD TRADITIONAL MEAT FEAST    ,111.38,MISC
181,C C C ROMA TOMATO SALAD       ,99.0,FOOD
186,CLASSIC MENTHOL               ,87.6,TOBACCO
0,1 AXE TWIST                   ,86.63,MISC
110,ADD POTATO WEDGES             ,86.62,MISC
166,BOTTLED WATER (1LITRE)        ,86.62,BEVERAGE
159,B-BEANS G-TOMATO & WEDGES     ,80.44,FOOD
184,COOLER GLASS(PILSNER)         ,78.75,MERCHANDISE
139,RULER DIARY                   ,65.1,MERCHANDISE
144,ADD VANILLA FLAVOUR           ,61.88,BEVERAGE
277,ADD IRISH CREAM FLAVOUR       ,30.94,BEVERAGE
