,items,total_sale,Categories
45,TOBLERONE SHAKE               ,15703.679999999997,FOOD
16,MOROCCAN MINT TEA             ,13699.68,BEVERAGE
47,MAGGI NDL ARRABIATA           ,13681.510000000004,FOOD
37,LAVA LAVA                     ,13365.31,FOOD
36,POUTINE WITH WEDGES           ,12480.339999999998,FOOD
40,SATAY CHICKEN PANINI          ,11945.899999999996,FOOD
60,GARDEN FRESH PANINI           ,11922.060000000001,FOOD
221,LEMON INFUSED CHAR GRILLED VEG,11725.589999999997,FOOD
160,BLUEBERRY BRAIN FREEZER SHAKE ,11434.82,BEVERAGE
86,AL SIKANDARI HOOKAH SINGLE    ,10513.799999999997,TOBACCO
64,LINDT CHOCOLATE SHAKE         ,10296.0,FOOD
38,GOOEY CHOCOLATE FUDGE         ,10054.970000000005,FOOD
62,VEG. CLUB WRAP                ,9974.14,FOOD
24,ULTIMATE HOT CHOCOLATE        ,9639.979999999996,BEVERAGE
118,VERTIGO                       ,9565.43,FOOD
234,ORANGE ARRABIATA              ,9467.109999999999,FOOD
30,MASALA CHAI CUTTING           ,9207.0,BEVERAGE
185,CHICKEN SLOUVLAKI WRAP        ,9108.0,FOOD
5,COOL CALIFORNICA              ,8941.150000000003,BEVERAGE
85,WHITE WINE SHEESHA            ,8910.0,TOBACCO
35,SNICKER BAR SHAKE             ,8854.21,FOOD
133,VLN CAB SAUV (GLS)            ,8376.9,WINES
67,NON-VEG CLUB WRAP             ,8316.0,FOOD
184,CHEESE FONDUE                 ,8167.59,FOOD
146,GRAPE FLAVOUR SINGLE          ,8019.0,TOBACCO
107,BAILEYS IRISH SHAKE           ,8019.0,FOOD
271,THE AFTER EIGHT SHAKE         ,7796.25,BEVERAGE
53,THAT CHOCOLATE THING......... ,7796.25,FOOD
15,THE CHOCO LATTE               ,7759.0199999999995,BEVERAGE
265,SMOKED CHICK & PESTO CREAM CRO,7449.75,FOOD
29,JAMAICAN BLUE MT (REG)        ,6942.46,BEVERAGE
76,STELLA ARTOIS MUG (1 LTR)     ,6825.030000000001,LIQUOR
56,MT. BROWNIE                   ,6682.5,FOOD
113,BLACK FOREST SHAKE            ,6515.370000000001,FOOD
51,STRAWBERRY CHEESECAKE SHAKE   ,6515.350000000002,FOOD
110,MEZE PLATTER                  ,6261.97,FOOD
132,APPLE FLAVOUR SINGLE          ,6237.0,TOBACCO
27,TROPICAL SMOOTHIE             ,6113.170000000002,BEVERAGE
115,DUTCH TRUFFLE CAKE SHAKE      ,5847.110000000001,FOOD
102,IRISH COFFEE                  ,5723.529999999999,BEVERAGE
121,STRAWBERRY FLAVOUR SINGLE     ,5643.0,TOBACCO
187,CHOCOLATE FONDUE              ,5630.659999999999,FOOD
257,RED BULL 3+2                  ,5568.720000000001,BEVERAGE
61,CHICKEN SALAMI PANINI         ,5550.100000000002,FOOD
228,MEDITER RANEAN PANINO         ,5457.4800000000005,FOOD
1,STRAWBERRY ICED TEA           ,5049.119999999999,BEVERAGE
65,ROCKY ROAD SHAKE              ,5011.800000000002,FOOD
43,HASH BROWN OMELETTE           ,4900.559999999999,FOOD
57,KHEEMA GHOTALA                ,4748.82,FOOD
112,HERBED CHICKEN PIE            ,4677.680000000001,FOOD
14,QUA  MINERAL WATER(500ML)     ,4287.770000000001,BEVERAGE
26,CURRANT COOLER                ,4232.17,BEVERAGE
145,SPANISH OMELETTE BREAKFAST    ,4182.85,FOOD
109,APPLE PIE SHAKE               ,4176.54,FOOD
63,CAESARS SALAD WRAP            ,4158.0,FOOD
44,CHEESE CAKE OF THE WEEK       ,4150.599999999999,FOOD
246,POLLO CON AIOLI               ,3996.6800000000003,FOOD
117,THE GREAT INDIAN WRAP         ,3960.0,FOOD
66,ADD FRIES                     ,3898.0299999999997,FOOD
122,JUICE HOOKAH SINGLE           ,3894.0,TOBACCO
58,COOKIE MONSTER                ,3842.39,FOOD
68,MAGGI NDLTHAI STYLE           ,3811.5,FOOD
6,BLACK CURRANT ICED TEA        ,3786.83,BEVERAGE
149,ASSORTED TAPAS(2 )VEG         ,3743.43,FOOD
211,HOTDOG WRAP                   ,3712.59,FOOD
226,STELLA ARTOIS (GLS)           ,3679.69,LIQUOR
148,ASSORTED TAPAS (2)NONVEG      ,3675.42,FOOD
77,STELLA ARTOIS MUG (1/2 LTR)   ,3675.0200000000004,LIQUOR
196,CREPES WITH MUSHROOMS         ,3644.39,FOOD
139,VLN SAUV BLANC (GLS)          ,3528.0,WINES
92,MARRAKESH HOOKAH SINGLE       ,3504.6,TOBACCO
260,ROMA TOMATO & JALAPENO CROQUE ,3403.1800000000003,FOOD
94,SULA BLUSH ZINFANDEL(GLS)     ,3276.0,WINES
59,BUN MASKA & CHAI              ,3267.0,FOOD
219,ITALIAN CAPONATA PANINO       ,3248.4900000000002,FOOD
202,GNOCCHI CON POMMODORO         ,3155.71,FOOD
73,BEER TANK 3.5 LITRE           ,3150.0,LIQUOR
268,STRAWBERRY LITE SHAKE         ,3130.83,BEVERAGE
224,M & M SHAKE                   ,3118.5,BEVERAGE
25,DOPPIO                        ,3044.25,BEVERAGE
263,SHERRIED GARLIC MUSHROOMS CRUS,2988.5199999999995,FOOD
19,MONSOON MALABAR (REG)         ,2970.0,BEVERAGE
231,MIXED FLAVOUR SINGLE          ,2970.0,TOBACCO
264,SHERRIED MUSHROOMS CROQUE     ,2939.11,FOOD
169,CHAI LATTE                    ,2877.14,BEVERAGE
212,ICED LEMON OR STR CAMOMILE    ,2772.0,BEVERAGE
111,ITALIAN OMELETTE BREAKFAST    ,2734.95,FOOD
103,LINDT HOT CHOCOLATE           ,2654.42,BEVERAGE
244,PLAIN JANE (CHOCOLATE)        ,2598.75,MISC
232,NUTELLA CREPES                ,2574.0700000000006,FOOD
114,SUNSHINE SHAKE                ,2505.8999999999996,FOOD
193,COUS COUS WRAP                ,2425.5,FOOD
274,TRADITIONAL ITALIAN CRUSTINI  ,2419.27,FOOD
261,ROSE FLAVORS SINGLE           ,2376.0,MISC
18,ESPRESSO                      ,2326.5,BEVERAGE
23,KENYA AA  (REG)               ,2320.3500000000004,BEVERAGE
106,JAMAICAN BLUE MT (AU LAIT)    ,2289.4,BEVERAGE
249,QUESO CROQUETAS FRITOS        ,2227.5,FOOD
218,VLN CHENIN BLANC (GLS)        ,2205.0,WINES
70,HERBED GARDEN PIE             ,2134.6699999999996,FOOD
144,THANK GOD ITS A SUNDAE        ,2109.91,FOOD
248,PUMPKIN PIE                   ,2103.75,FOOD
210,HONEYGLAZED CHICK & MUSTERD CR,2079.0,FOOD
220,JAPANESE YAKITORI WRAP        ,2041.9300000000003,FOOD
195,CREPES MONTE CRISTO           ,2041.9,FOOD
167,BUTTER MILK PAN CAKES         ,1949.04,FOOD
267,SRILANKAN OMELETTE BREAKFAST  ,1930.5600000000004,FOOD
227,MAGGI NDL BOLOGNESE           ,1905.75,FOOD
259,REDBULL HOOKAH + 2REDBULL     ,1881.0,TOBACCO
255,HOEGAARDEN MUG (1/2 LITRE)    ,1837.5100000000002,LIQUOR
176,CAJUN CHICKEN CRUSTINI        ,1794.4,FOOD
258,RED SANGRIA (GLS)á áááááááááá ,1764.0,WINES
54,SCRAMBLED EGGS                ,1763.3999999999996,FOOD
243,PLAIN  JANE (STRAWBERRY)      ,1762.51,MISC
241,PESTO CREAM                   ,1670.67,FOOD
100,GREAT LAKES-JAVA BLEND (REG)        ,1645.85,BEVERAGE
98,COLUMBIAN SUPREMO  (REG)      ,1565.4199999999998,BEVERAGE
194,CREME BRULEE                  ,1546.9,FOOD
197,CREPES WITH POTATO LAKTES     ,1534.48,FOOD
151,CHUNKY CHOCO CHIP COOKIES     ,1497.3299999999997,FOOD
270,SWEET MELON FLAVOUR SINGLE    ,1485.0,FOOD
172,LEMON FLAVOUR SINGLE          ,1485.0,TOBACCO
273,TOMATOLINO                    ,1484.9699999999998,FOOD
240,PESCADO PANINO                ,1447.9099999999999,FOOD
22,GREAT LAKES FLOAT W VANILLA         ,1423.2400000000007,BEVERAGE
250,RASPBERRY LITE SHAKE          ,1423.1,BEVERAGE
141,COOKIE CRUMBLE                ,1361.29,BEVERAGE
155,BLACKENED BALTI CHICKEN CRUSTI,1287.0300000000002,FOOD
152,CLASSIC BELGIAN  WAFFLE       ,1287.0,FOOD
171,LATE HARVEST SULA CHENIN (GLS),1260.0,TOBACCO
9,MONSOON MALABAR (AULAIT)      ,1237.5,BEVERAGE
50,APPLE CINNAMON MUFFIN         ,1225.09,FOOD
177,CHAMPINONES CON AJO Y OLIVA   ,1212.75,FOOD
183,CHERRY FLAVOUR SINGLE         ,1188.0,TOBACCO
159,ORANGE FLAVOUR SINGLE         ,1188.0,TOBACCO
127,APRICOT FLAVOUR SINGLE        ,1188.0,TOBACCO
99,BRAZIL BOURBONSANTOS (REG)    ,1175.62,BEVERAGE
150,COSTARICA TARAZU (AULAIT)     ,1138.4899999999998,BEVERAGE
277,VANILLA LITE SHAKE            ,1138.48,BEVERAGE
143,GREAT LAKES FLOATS W CHOC           ,1113.8000000000002,BEVERAGE
266,SPICED LEMON AND BASIL VELOUTE,1113.74,FOOD
156,BLUE BERRY MUFFINS            ,1113.7299999999998,FOOD
20,INDIAN PEABERRY (REG)         ,1089.0,BEVERAGE
17,EARL GREY                     ,1088.99,BEVERAGE
203,GREEK GYROS CRUSTINI          ,1076.64,FOOD
69,TIRAMISU                      ,1039.5,FOOD
108,SEASONAL FRUITPIE (LOWCAL)    ,1039.5,FOOD
142,BRAZIL BOURBONSANTOS (AULAIT) ,996.1699999999998,BEVERAGE
163,INDIAN PEABERRY (AULAIT)      ,990.0,BEVERAGE
242,PHILADELPHIA CREAM CHEESECAKE ,959.05,FOOD
166,BUNUELOS DE CHIRIZO           ,940.52,FOOD
130,COSTARICA TARRAZU (REG)       ,940.48,BEVERAGE
275,VANILLA ICECREAM              ,928.2199999999999,FOOD
253,KENYA AA (AULAIT)             ,897.2,BEVERAGE
161,GREAT LAKES CREAM                   ,897.2,BEVERAGE
280,WHITE SANGRIA (GLS)áááá áááááá,882.0,LIQUOR
276,HOEGAARDEN MUG (1 LITRE)      ,853.13,LIQUOR
173,VLN CAB SAUV CLASIQ (GLS)     ,850.5,WINES
178,SUMATRA MANDHELING (REG)      ,822.9300000000001,BEVERAGE
158,BANANA WALNUT MUFFIN          ,816.73,FOOD
126,APPLE N CINNAMON CREPES       ,804.4,FOOD
95,ADD HERB ROAST CHICKEN        ,779.72,MISC
97,ADD HAZELNUT FLAVOUR          ,742.5600000000002,BEVERAGE
229,MEXICAN CHILLI CON CARNE WRAP ,742.52,FOOD
101,GREAT LAKES-JAVA BLEND (AULAIT)     ,711.55,BEVERAGE
198,CRUMBED TOFU CRUSTINI         ,711.55,FOOD
96,ADD ON S                      ,705.2799999999996,MISC
190,GREAT LAKES T-SHIRTS                ,697.2,MERCHANDISE
181,YEMENI GREAT LAKES (AULAIT)         ,686.8199999999999,BEVERAGE
201,ESPRESSO TRIOS                ,680.64,BEVERAGE
209,HONEY ROASTED PEANUT BUTTER CK,680.6099999999999,FOOD
105,COLUMBIAN SUPREMO (AULAIT)    ,668.24,BEVERAGE
138,SANGRIA ROSE (GLS)            ,661.5,WINES
125,AFRICAN OMELETTE BREAKFAST    ,649.6800000000001,FOOD
120,BENSON & HEDGES LIGHTS        ,630.0,TOBACCO
136,ETHIOPIAN YIRGACHEFFE (REG)   ,618.76,BEVERAGE
245,PLAIN JANES (VANILLA)         ,618.75,MISC
205,PEACH FLAVOUR SINGLE          ,594.0,TOBACCO
272,THE CHOC FATHER               ,594.0,FOOD
10,CON PANNA                     ,594.0,BEVERAGE
129,CHAMOMILE TEA                 ,544.49,BEVERAGE
164,OATMEAL AND RAISIN COOKIES    ,544.48,FOOD
162,GUATEMALA ANTIGUA (AULAIT)    ,538.3199999999999,BEVERAGE
21,ETHOPIAN YIRGACHEFFE (AULAIT) ,538.3199999999999,BEVERAGE
153,SANDASS                       ,499.5,MERCHANDISE
137,TIFFIN DABBA CD RACK (SMALL)  ,499.5,MERCHANDISE
279,WARM PEPPER & CHICKPEA SALAD  ,488.82,FOOD
200,ENG BREAKFAST TEA             ,476.42,BEVERAGE
174,BUTTERED TOASTS               ,470.25,FOOD
225,NEW ORLEANS BLUE (REG)        ,470.24,BEVERAGE
269,SUNNY SIDE UP/BULLS EYE       ,470.24,FOOD
254,HAWAIIAN KONA FANCY(REG)      ,408.38,BEVERAGE
179,YEMENI GREAT LAKES (REG)            ,408.38,BEVERAGE
237,CLASSIC MILD                  ,398.4,TOBACCO
147,ASIAN WOK TOSSED SALAD        ,396.0,FOOD
256,BENARAS LIME                  ,394.88,MERCHANDISE
236,FLEUR SATIN                   ,394.88,MERCHANDISE
134,HOUSEBLEND FULLCITY (REG)     ,352.68,BEVERAGE
230,MINT FLAVOUR DOUBLE           ,351.68,TOBACCO
188,CHOCOLATE ICECREAM            ,334.15999999999997,FOOD
168,COLUMBIAN SUP DCAFE (AU LAIT) ,334.13,BEVERAGE
175,C C C ROMA TOMATO SALAD       ,297.0,FOOD
119,ANDAMAN STRIPE                ,294.75,MERCHANDISE
191,PROFESSOR COOL                ,294.75,MERCHANDISE
214,HOUSEBLEND FULLCITY (AU LAIT) ,284.62,BEVERAGE
28,COLUMBIAN SUP DCAFE (RGLR)    ,284.62,BEVERAGE
189,CINNA BUNS W CREAM CHESSE FROS,278.43,FOOD
278,WAIST WATCHING OMELETTE       ,272.26,FOOD
215,DAIRY OF A DAIRY              ,249.9,MERCHANDISE
78,THUNDER THIGH(JUICE GLS) BLACK,249.75,MERCHANDISE
204,ROCKSTAR TOOTHPICK HOLDER     ,249.75,MERCHANDISE
116,GRILLED CHICKEN SAUSAGES      ,247.5,FOOD
247,POLLO PELOTA CON TAMATE SALSA ,235.13,FOOD
180,HAWAIIAN KONA FANCY (AU LAIT) ,228.94,BEVERAGE
235,CH COFFEE MUGS                ,225.0,MERCHANDISE
170,CH TINS                       ,224.7,MERCHANDISE
157,ADD CARAMEL FLAVOUR           ,216.58,BEVERAGE
123,ADD POTATO WEDGES             ,216.55,MISC
217,DAAKU SHOT GLASSES S-O 2      ,200.25,MERCHANDISE
216,MUMBAI SHOT GLASSES           ,200.25,MERCHANDISE
223,BHOJPURI SHOT GLASSES         ,200.25,MERCHANDISE
165,CLASSIC MENTHOL RUSH          ,199.92,TOBACCO
104,ADD WHIPPED CREAM             ,185.65,BEVERAGE
239,PEACH BULL                    ,185.63,MISC
252,JAVA ESTATES (AULAIT)         ,179.44,BEVERAGE
154,BLACK FOREST CREPES           ,179.44,FOOD
182,HOUSE BLEND DE CAFFE (AU LAIT),167.06,BEVERAGE
135,ADD VANILLA FLAVOUR           ,154.70000000000002,BEVERAGE
208,MUGS - TALL PLAIN             ,150.76,MERCHANDISE
213,HOUSE BLEND DECAFF (REG)      ,142.31,BEVERAGE
262,SALI PER EDU/PAPETA PER EDU   ,136.13,FOOD
222,MUGS - CHIP PRINT             ,129.94,MERCHANDISE
238,GOLD FLAKE KING RED           ,105.0,TOBACCO
192,GOLD FLAKE KING BLUE          ,105.0,TOBACCO
199,CURRIED WASHINGTON APPLE SOUP ,92.81,FOOD
186,COOLER GLASS(PILSNER)         ,78.75,MERCHANDISE
233,RULER DIARY                   ,65.1,MERCHANDISE
207,CH NOTE BOOKS                 ,65.1,MERCHANDISE
124,ADD TRADITIONAL MEAT FEAST    ,55.69,MISC
128,BOTTLED WATER (1LITRE)        ,43.31,BEVERAGE
