,items,total_sale,Categories
231,MEXICAN CHILLI CON CARNE WRAP ,1299.4099999999999,FOOD
159,EARL GREY                     ,1293.17,BEVERAGE
138,APPLE N CINNAMON CREPES       ,1287.04,FOOD
124,GREAT LAKES CREAM                   ,1256.0800000000002,BEVERAGE
149,TIRAMISU                      ,1212.75,FOOD
270,SPICED LEMON AND BASIL VELOUTE,1206.55,FOOD
143,CHERRY FLAVOUR SINGLE         ,1188.0,TOBACCO
135,LEMON FLAVOUR SINGLE          ,1188.0,TOBACCO
31,GREAT LAKES FLOAT W VANILLA         ,1175.7100000000003,BEVERAGE
22,SUMATRA MANDHELING (REG)      ,1175.6,BEVERAGE
141,APPLE CINNAMON MUFFIN         ,1157.03,FOOD
196,CREPES WITH POTATO LAKTES     ,1150.86,FOOD
2,JAMAICAN BLUE MT (AU LAIT)    ,1144.7,BEVERAGE
286,VANILLA LITE SHAKE            ,1138.48,BEVERAGE
52,HERBED GARDEN PIE             ,1138.48,FOOD
291,ZINZI RED (GLS)               ,1134.0,LIQUOR
218,ICE BULL                      ,1113.78,BEVERAGE
175,C C C ROMA TOMATO SALAD       ,1113.75,FOOD
4,CHAI LATTE                    ,1113.7199999999998,BEVERAGE
171,SANGRIA ROSE (GLS)            ,1102.5,WINES
121,AFRICAN OMELETTE BREAKFAST    ,1082.8,FOOD
100,CHAMOMILE TEA                 ,1020.9099999999997,BEVERAGE
273,SULA CHENIN BLANC (BTL)       ,1008.0,WINES
275,SULA SATORI MERLOT (BTL)      ,1008.0,WINES
285,VANILLA ICECREAM              ,965.36,FOOD
243,PESCADO PANINO                ,965.28,FOOD
247,PHILADELPHIA CREAM CHEESECAKE ,959.05,FOOD
140,COSTARICA TARRAZU (REG)       ,940.48,BEVERAGE
15,ORANGINA  (250ML)             ,928.15,BEVERAGE
289,WHAT A MELON                  ,924.0,BEVERAGE
212,GUAVA                         ,924.0,MISC
209,GREEK GYROS CRUSTINI          ,897.2,FOOD
170,PEACH FLAVOUR SINGLE          ,891.0,TOBACCO
265,ROSE FLAVORS SINGLE           ,891.0,MISC
160,MONSOON MALABAR (AULAIT)      ,866.25,BEVERAGE
255,RASPBERRY LITE SHAKE          ,853.8599999999999,BEVERAGE
25,COOKIE CRUMBLE                ,816.78,BEVERAGE
232,MEXICAN CHILLY CREPES         ,816.76,FOOD
288,WARM PEPPER & CHICKPEA SALAD  ,771.54,FOOD
235,DAILY BEER GLASSES            ,749.25,MERCHANDISE
137,ALIO AGLIO                    ,742.51,FOOD
242,PEACH BULL                    ,742.51,MISC
157,BERRY BULL                    ,742.51,BEVERAGE
125,KENYA AA (AULAIT)             ,717.76,BEVERAGE
94,BRAZIL BOURBONSANTOS (AULAIT) ,711.55,BEVERAGE
93,COSTARICA TARAZU (AULAIT)     ,711.55,BEVERAGE
172,BUNUELOS DE CHIRIZO           ,705.39,FOOD
277,SUNNY SIDE UP/BULLS EYE       ,705.3699999999999,FOOD
119,ADD ON S                      ,705.3299999999999,MISC
287,WAIST WATCHING OMELETTE       ,680.65,FOOD
91,ADD HERB ROAST CHICKEN        ,667.61,MISC
191,CINNA BUNS W CREAM CHESSE FROS,649.6800000000001,FOOD
199,DIA SPARKLING WINE(BTL)       ,630.0,WINES
244,ETHIOPIAN YIRGACHEFFE (REG)   ,618.76,BEVERAGE
69,BANANA WALNUT MUFFIN          ,612.55,FOOD
189,MUGS - PATTERN                ,600.76,MERCHANDISE
224,BHOJPURI SHOT GLASSES         ,600.75,MERCHANDISE
122,GREAT LAKES-JAVA BLEND (REG)        ,587.81,BEVERAGE
148,BRAZIL BOURBONSANTOS (REG)    ,587.8,BEVERAGE
217,LATE HARVEST SULA CHENIN (BTL),567.0,TOBACCO
165,BLUE BERRY MUFFINS            ,556.86,FOOD
216,ETHOPIAN YIRGACHEFFE (AULAIT) ,538.3199999999999,BEVERAGE
92,JAVA ESTATES (AULAIT)         ,538.3199999999999,BEVERAGE
229,MANDALA VALLEY RED ZINFANDEL(G,504.0,WINES
95,COLUMBIAN SUPREMO (AULAIT)    ,501.18,BEVERAGE
225,DAIRY OF A DAIRY              ,499.8,MERCHANDISE
253,POLLO PELOTA CON TAMATE SALSA ,470.26,FOOD
158,HOUSEBLEND FULLCITY (REG)     ,470.24,BEVERAGE
193,CREME BRULEE                  ,464.07,FOOD
204,YEMENI GREAT LAKES (AULAIT)         ,457.88,BEVERAGE
130,GRILLED CHICKEN SAUSAGES      ,445.5,FOOD
205,LATE HARVEST SULA CHENIN (GLS),441.0,TOBACCO
134,CLASSIC MILD                  ,438.0,TOBACCO
0,1 AXE TWIST                   ,433.15,MISC
11,SUMATRA MANDHELING (AULAIT)   ,426.93,BEVERAGE
127,GREAT LAKES-JAVA BLEND (AULAIT)     ,426.93,BEVERAGE
115,BENSON & HEDGES LIGHTS        ,398.4,TOBACCO
153,ASIAN WOK TOSSED SALAD        ,396.0,FOOD
239,NIRVANA HOOKAH DOUBLE         ,389.4,FOOD
237,GREAT LAKES STAMP DAIRY             ,374.85,MISC
198,CURRIED WASHINGTON APPLE SOUP ,371.24,FOOD
233,MINT FLAVOUR DOUBLE           ,369.6,TOBACCO
190,CHOCOLATE ICECREAM            ,334.15000000000003,FOOD
156,B-BEANS G-TOMATO & WEDGES     ,321.76,FOOD
26,ADD HAZELNUT FLAVOUR          ,309.40000000000003,BEVERAGE
151,BENSON & HEDGES SPL           ,298.79999999999995,TOBACCO
176,INDIAN PEABERRY (REG)         ,297.0,BEVERAGE
184,PROFESSOR COOL                ,294.75,MERCHANDISE
185,MADIBA COOL                   ,294.75,MERCHANDISE
147,GUERILLA COOL                 ,294.75,MERCHANDISE
197,CRUMBED TOFU CRUSTINI         ,284.62,FOOD
99,HOUSE BLEND DECAFF (REG)      ,284.62,BEVERAGE
206,GOLD FLAKE KINGS-BIG          ,262.79999999999995,TOBACCO
177,MUGS - TOP BOTTOM             ,261.0,MERCHANDISE
89,4 SEASONS CLAS SAUV(GLS       ,252.0,WINES
150,DAARU BEER GLASS              ,249.75,MERCHANDISE
183,MM DAIRY GRAMAPHONE           ,226.8,MERCHANDISE
174,BUTTERED TOASTS               ,222.75,FOOD
213,HONEY ROASTED PEANUT BUTTER CK,204.18,FOOD
282,ZERO SIZE SHOT GLS            ,200.25,MERCHANDISE
245,RECESSION BEER MUG SHOT GLS   ,200.25,MERCHANDISE
180,CAPONATA                      ,185.63,FOOD
283,TOMATOLINO                    ,185.62,FOOD
163,BLACK FOREST CREPES           ,179.44,FOOD
211,GUATEMALA ANTIGUA (AULAIT)    ,179.44,BEVERAGE
207,GOLD FLAKE LIGHTS-BIG         ,175.2,TOBACCO
88,2 AXE TWIST                   ,173.25,BEVERAGE
188,JAVA ESTATES (REG)            ,154.69,BEVERAGE
251,MUGS - FLAMES                 ,150.75,MERCHANDISE
169,CON PANNA                     ,148.5,BEVERAGE
96,NEW ORLEANS BLUE  (AULAIT)    ,142.31,BEVERAGE
281,HOUSEBLEND FULLCITY (AU LAIT) ,142.31,BEVERAGE
202,ESPRESSO TRIOS                ,136.13,BEVERAGE
20,ADD VANILLA FLAVOUR           ,123.76,BEVERAGE
267,CLASSIC ULTRA MILD            ,87.6,TOBACCO
168,CLASSIC MENTHOL               ,87.6,TOBACCO
257,BOTTLED WATER (1LITRE)        ,86.62,BEVERAGE
167,COOLER GLASS(PILSNER)         ,78.75,MERCHANDISE
236,MUGS - TALL PLAIN             ,75.38,MERCHANDISE
210,ADD WHIPPED CREAM             ,74.26,BEVERAGE
201,ENG BREAKFAST TEA             ,68.06,BEVERAGE
162,DIP BOWL                      ,67.5,MERCHANDISE
144,ADD CINNAMON FLAVOUR          ,61.88,BEVERAGE
120,ADD POTATO WEDGES             ,43.31,MISC
263,ADD CARAMEL FLAVOUR           ,30.94,BEVERAGE
238,MOTHERS DAY SPL               ,0.05,FOOD
