,items,total_sale,Categories
263,QUESO CROQUETAS FRITOS        ,2227.5,FOOD
300,VANILLA LITE SHAKE            ,2171.7799999999997,BEVERAGE
22,COLUMBIAN SUPREMO  (REG)      ,2134.68,BEVERAGE
186,BUTTER MILK PAN CAKES         ,2134.6299999999997,FOOD
31,COSTARICA TARRAZU (REG)       ,2116.08,BEVERAGE
201,GREAT LAKES T-SHIRTS                ,2091.6,MERCHANDISE
136,APPLE N CINNAMON CREPES       ,2091.4400000000005,FOOD
237,SANGRIA ROSE (CARAFE)         ,2079.0,WINES
43,TIRAMISU                      ,2079.0,FOOD
210,COUS COUS WRAP                ,2079.0,FOOD
34,JAMAICAN BLUE MT (AU LAIT)    ,2060.46,BEVERAGE
246,MEXICAN CHILLI CON CARNE WRAP ,2041.9300000000003,FOOD
169,ASSORTED TAPAS (2)NONVEG      ,2041.9,FOOD
162,ETHIOPIAN YIRGACHEFFE (REG)   ,2010.9600000000003,BEVERAGE
146,VLN CAB SAUV CLASIQ (GLS)     ,1953.0,WINES
180,BLUE BERRY MUFFINS            ,1949.0299999999997,FOOD
173,BLACKENED BALTI CHICKEN CRUSTI,1930.5600000000004,FOOD
242,MAGGI NDL BOLOGNESE           ,1905.75,FOOD
211,CREME BRULEE                  ,1856.2800000000002,FOOD
174,YEMENI GREAT LAKES (REG)            ,1837.71,BEVERAGE
193,CAJUN CHICKEN CRUSTINI        ,1794.4,FOOD
137,APRICOT FLAVOUR SINGLE        ,1782.0,TOBACCO
107,PEACH FLAVOUR SINGLE          ,1782.0,TOBACCO
302,WAIST WATCHING OMELETTE       ,1769.65,FOOD
257,PLAIN  JANE (STRAWBERRY)      ,1728.24,MISC
170,ASSORTED TAPAS(2 )VEG         ,1701.55,FOOD
10,EARL GREY                     ,1701.5199999999995,BEVERAGE
30,INDIAN PEABERRY (REG)         ,1683.0,BEVERAGE
163,COLUMBIAN SUPREMO (AULAIT)    ,1670.61,BEVERAGE
212,CREPES MONTE CRISTO           ,1633.52,FOOD
200,STELLA ARTOIS (GLS)           ,1607.83,LIQUOR
291,TOMATOLINO                    ,1577.77,FOOD
119,BRAZIL BOURBONSANTOS (AULAIT) ,1565.42,BEVERAGE
264,RASPBERRY LITE SHAKE          ,1565.4199999999998,BEVERAGE
9,GREAT LAKES-JAVA BLEND (AULAIT)     ,1565.4099999999999,BEVERAGE
64,BANANA WALNUT MUFFIN          ,1565.3899999999996,FOOD
23,GREAT LAKES FLOAT W VANILLA         ,1546.9800000000007,BEVERAGE
259,PLAIN JANES (VANILLA)         ,1485.0,MISC
58,CHUNKY CHOCO CHIP COOKIES     ,1429.2799999999997,FOOD
74,HERBED GARDEN PIE             ,1423.1,FOOD
262,POLLO PELOTA CON TAMATE SALSA ,1410.77,FOOD
290,THE CHOC FATHER               ,1386.0,FOOD
208,CHOCOLATE REVOLUTION          ,1347.6100000000001,FOOD
159,GREAT LAKES-JAVA BLEND (REG)        ,1293.1599999999999,BEVERAGE
61,APPLE CINNAMON MUFFIN         ,1293.1499999999999,FOOD
138,ORANGINA  (250ML)             ,1175.69,BEVERAGE
116,HOUSEBLEND FULLCITY (REG)     ,1175.62,BEVERAGE
294,VANILLA ICECREAM              ,1150.9900000000002,FOOD
175,YEMENI GREAT LAKES (AULAIT)         ,1144.6999999999998,BEVERAGE
38,COSTARICA TARAZU (AULAIT)     ,1138.49,BEVERAGE
224,SULA BLUSH ZINFANDEL (BTL)    ,1134.0,WINES
254,PESCADO PANINO                ,1126.1599999999999,FOOD
184,CH COFFEE MUGS                ,1125.0,MERCHANDISE
82,ADD CHICKEN                   ,1113.88,FOOD
220,GNOCCHI CON POMMODORO         ,1113.78,FOOD
35,INDIAN PEABERRY (AULAIT)      ,1113.75,BEVERAGE
209,CINNA BUNS W CREAM CHESSE FROS,1113.7199999999998,FOOD
120,SUMATRA MANDHELING (REG)      ,1058.06,BEVERAGE
147,BRAZIL BOURBONSANTOS (REG)    ,1058.04,BEVERAGE
150,CHAMOMILE TEA                 ,1020.9099999999996,BEVERAGE
236,VLN SAUV BLANC (BTL)          ,1008.0,WINES
304,WHITE SANGRIA (CARAFE)áááááááá,1008.0,LIQUOR
168,VLN CAB SAUV (BTL)            ,1008.0,WINES
141,SUNSHINE SHAKE                ,1002.3599999999999,FOOD
7,ADD HAZELNUT FLAVOUR          ,959.1400000000002,BEVERAGE
214,CREPES WITH POTATO LAKTES     ,959.05,FOOD
267,RED BULL 3+2                  ,928.12,BEVERAGE
282,SPICED LEMON AND BASIL VELOUTE,928.1099999999999,FOOD
121,KENYA AA (AULAIT)             ,897.2,BEVERAGE
218,ENG BREAKFAST TEA             ,884.7899999999997,BEVERAGE
305,WHITE SANGRIA (GLS)áááá áááááá,882.0,LIQUOR
196,CHAMPINONES CON AJO Y OLIVA   ,866.25,FOOD
14,HOUSEBLEND FULLCITY (AU LAIT) ,853.8799999999999,BEVERAGE
115,ADD ON S                      ,798.0999999999999,MISC
255,PESTO CREAM                   ,773.4499999999999,FOOD
114,ADD HERB ROAST CHICKEN        ,742.59,MISC
149,CON PANNA                     ,742.5,BEVERAGE
172,BLACK FOREST CREPES           ,717.76,FOOD
215,CRUMBED TOFU CRUSTINI         ,711.55,FOOD
106,CLASSIC MILD                  ,697.2,TOBACCO
219,ESPRESSO TRIOS                ,680.64,BEVERAGE
91,CH TINS                       ,674.0999999999999,MERCHANDISE
109,SANGRIA ROSE (GLS)            ,661.5,WINES
247,MEXICAN CHILLY CREPES         ,612.5699999999999,FOOD
206,CHERRY FLAVOUR SINGLE         ,594.0,TOBACCO
99,LEMON FLAVOUR SINGLE          ,594.0,TOBACCO
295,HH COOL                       ,589.5,MERCHANDISE
286,SUNNY SIDE UP/BULLS EYE       ,587.81,FOOD
36,SUMATRA MANDHELING (AULAIT)   ,569.24,BEVERAGE
103,LATE HARVEST SULA CHENIN (BTL),567.0,TOBACCO
274,SALI PER EDU/PAPETA PER EDU   ,544.52,FOOD
157,GREAT LAKES CREAM                   ,538.3199999999999,BEVERAGE
239,FLAVOR 250 GMS                ,534.38,MERCHANDISE
191,C C C ROMA TOMATO SALAD       ,519.75,FOOD
289,ROCKSTAR TOOTHPICK HOLDER     ,499.5,MERCHANDISE
190,BUTTERED TOASTS               ,495.0,FOOD
226,HONEY ROASTED PEANUT BUTTER CK,476.42,FOOD
160,ADD VANILLA FLAVOUR           ,464.1,BEVERAGE
192,CAFE ZABAGLIONE               ,464.07,FOOD
266,HOEGAARDEN MUG (1/2 LITRE)    ,459.38,LIQUOR
279,CH COASTER SET OF 4           ,449.4,MERCHANDISE
151,ADD WHIPPED CREAM             ,445.53999999999996,BEVERAGE
164,COLUMBIAN SUP DCAFE (RGLR)    ,426.93,BEVERAGE
188,BENARAS GREEN                 ,394.88,MERCHANDISE
189,JAIPUR LILY                   ,394.88,MERCHANDISE
223,GREAT LAKES HOOKAH SINGLE           ,389.4,TOBACCO
144,CASABLANKA  HOOKAH SINGLE     ,389.4,TOBACCO
253,PEACH BULL                    ,371.25,MISC
135,APPLE FLAVOUR DOUBLE          ,369.6,TOBACCO
199,ETHOPIAN YIRGACHEFFE (AULAIT) ,358.88,BEVERAGE
182,JAVA ESTATES (AULAIT)         ,358.88,BEVERAGE
161,ASIAN WOK TOSSED SALAD        ,358.88,FOOD
132,ADD POTATO WEDGES             ,346.5,MISC
205,AU LAIT SET                   ,317.25,MERCHANDISE
217,DIA SPARKLING WINE(GLS)       ,315.0,WINES
252,JAVA ESTATES (REG)            ,309.38,BEVERAGE
287,SWEET MELON FLAVOUR SINGLE    ,297.0,FOOD
303,WARM PEPPER & CHICKPEA SALAD  ,297.0,FOOD
284,STELLA ARTOIS                 ,295.31,LIQUOR
296,MAHATMA COOL                  ,294.75,MERCHANDISE
298,PROFESSOR COOL                ,294.75,MERCHANDISE
231,MALABAR STRIPE                ,294.75,MERCHANDISE
299,MADIBA COOL                   ,294.75,MERCHANDISE
280,MUGS - CHIP PRINT             ,259.88,MERCHANDISE
153,GRILLED CHICKEN SAUSAGES      ,247.5,FOOD
244,HAWAIIAN KONA FANCY (AU LAIT) ,228.94,BEVERAGE
278,MM DAIRY GRAMAPHONE           ,226.8,MERCHANDISE
194,NAPKIN STAND                  ,225.0,MERCHANDISE
134,AFRICAN OMELETTE BREAKFAST    ,216.56,FOOD
178,GOLD FLAKE KING BLUE          ,210.0,TOBACCO
245,HAWAIIAN KONA FANCY(REG)      ,204.19,BEVERAGE
297,RECESSION BEER MUG SHOT GLS   ,200.25,MERCHANDISE
277,CH KEY CHAIN                  ,199.5,MERCHANDISE
90,CH NOTE BOOKS                 ,195.29999999999998,MERCHANDISE
118,ADD CARAMEL FLAVOUR           ,185.64000000000001,BEVERAGE
204,CHOCOLATE ICECREAM            ,185.64000000000001,FOOD
33,COLUMBIAN SUP DCAFE (AU LAIT) ,167.06,BEVERAGE
251,GUATEMALA ANTIGUA (REG)       ,154.69,BEVERAGE
112,ADD CHICKEN BACON             ,148.52,MISC
221,HOUSE BLEND DECAFF (REG)      ,142.31,BEVERAGE
89,TREE DIARY                    ,130.2,MERCHANDISE
230,ADD CINNAMON FLAVOUR          ,123.76,BEVERAGE
229,ADD IRISH CREAM FLAVOUR       ,123.76,BEVERAGE
113,ADD GROUND MEAT               ,111.39000000000001,MISC
133,ADD TRADITIONAL MEAT FEAST    ,111.38,MISC
232,BENSON & HEDGES SPL           ,109.8,TOBACCO
293,BENSON & HEGDES GOLD BLUE     ,109.8,TOBACCO
261,INDIA KINGS OCEAN BLUE        ,109.8,TOBACCO
179,BENSON & HEDGES LIGHTS        ,105.0,TOBACCO
202,CLASSIC MENTHOL               ,99.6,TOBACCO
216,CURRIED WASHINGTON APPLE SOUP ,92.81,FOOD
156,MUGS - TALL PLAIN             ,75.38,MERCHANDISE
187,CH BOOKMARKS SET OF 4         ,39.9,MERCHANDISE
