,items,total_sale,Categories
70,HOEGAARDEN MUG (1 LITRE)      ,8531.28,LIQUOR
38,VERTIGO                       ,8464.5,FOOD
176,BLUEBERRY BRAIN FREEZER SHAKE ,8440.019999999999,BEVERAGE
63,DUTCH TRUFFLE CAKE SHAKE      ,8353.03,FOOD
288,SMOKED CHICK & PESTO CREAM CRO,7969.5,FOOD
19,COOL CALIFORNICA              ,7889.250000000002,BEVERAGE
50,GOOEY CHOCOLATE FUDGE         ,7802.679999999999,FOOD
311,VODKA (SM)                    ,7612.5,LIQUOR
298,THE AFTER EIGHT SHAKE         ,7573.5,BEVERAGE
34,JAMAICAN BLUE MT (REG)        ,7350.829999999998,BEVERAGE
251,MM SALSA SHEESHA              ,7128.0,MISC
109,STRAWBERRY CHEESECAKE SHAKE   ,7016.560000000001,FOOD
90,JUICE HOOKAH SINGLE           ,7009.199999999999,TOBACCO
15,DOPPIO                        ,6831.0,BEVERAGE
105,BLACK FOREST SHAKE            ,6682.430000000001,FOOD
111,MEZE PLATTER                  ,6670.340000000001,FOOD
265,POLLO CON AIOLI               ,6459.75,FOOD
273,HOEGAARDEN MUG (1/2 LITRE)    ,6431.27,LIQUOR
43,HASH BROWN OMELETTE           ,6360.829999999998,FOOD
233,HOTDOG WRAP                   ,6311.39,FOOD
136,SPANISH OMELETTE BREAKFAST    ,6305.2,FOOD
114,BAILEYS IRISH SHAKE           ,6237.0,FOOD
180,STRAWBERRY FLAVOUR SINGLE     ,6237.0,TOBACCO
29,IRISH COFFEE                  ,6187.5999999999985,BEVERAGE
241,SULA BRUT (BTL)               ,6048.0,WINES
234,ICE BERG SHEESHA              ,5940.0,MISC
152,THE GREAT INDIAN WRAP         ,5940.0,FOOD
54,CAESARS SALAD WRAP            ,5921.4400000000005,FOOD
236,ITALIAN CAPONATA PANINO       ,5878.2,FOOD
247,MEDITER RANEAN PANINO         ,5847.299999999999,FOOD
18,CHAI LATTE                    ,5847.130000000001,BEVERAGE
60,MAGGI NDLTHAI STYLE           ,5717.25,FOOD
62,ADD FRIES                     ,5673.829999999998,FOOD
9,TROPICAL SMOOTHIE             ,5642.9000000000015,BEVERAGE
207,CHOCOLATE FONDUE              ,5630.649999999999,FOOD
258,PAAN SHEESHA                  ,5568.8,MISC
301,TRADITIONAL ITALIAN CRUSTINI  ,5550.120000000001,FOOD
153,APPLE FLAVOUR SINGLE          ,5346.0,TOBACCO
250,MIXED FLAVOUR SINGLE          ,5346.0,TOBACCO
156,JAMAICAN BLUE MT (AU LAIT)    ,5265.619999999999,BEVERAGE
276,RED SANGRIA (CARAFE) áááááááá ,5040.0,WINES
292,STRAWBERRY LITE SHAKE         ,4696.24,BEVERAGE
108,ITALIAN OMELETTE BREAKFAST    ,4656.25,FOOD
35,KENYA AA  (REG)               ,4640.7,BEVERAGE
93,VLN SAUV BLANC (GLS)          ,4630.5,WINES
144,SULA BLUSH ZINFANDEL (BTL)    ,4536.0,WINES
66,SCRAMBLED EGGS                ,4529.2300000000005,FOOD
10,CURRANT COOLER                ,4467.280000000002,BEVERAGE
31,QUA  MINERAL WATER(500ML)     ,4417.7300000000005,BEVERAGE
113,COOKIE MONSTER                ,4343.570000000001,FOOD
132,BLACK CURRANT ICED TEA        ,4207.59,BEVERAGE
21,MONSOON MALABAR (AULAIT)      ,4207.5,BEVERAGE
92,VLN CHENIN BLANC (GLS)        ,4189.5,WINES
28,MONSOON MALABAR (REG)         ,4158.0,BEVERAGE
121,VLN CAB SAUV (BTL)            ,4032.0,WINES
68,ROCKY ROAD SHAKE              ,4009.47,FOOD
297,TEQUILA                       ,3937.5,LIQUOR
99,STRAWBERRY ICED TEA           ,3786.83,BEVERAGE
58,BUN MASKA & CHAI              ,3786.75,FOOD
151,CHEESE CAKE OF THE WEEK       ,3768.26,FOOD
282,ROMA TOMATO & JALAPENO CROQUE ,3712.56,FOOD
129,COOKIE CRUMBLE                ,3675.5,BEVERAGE
267,QUESO CROQUETAS FRITOS        ,3564.0,FOOD
235,ICED LEMON OR STR CAMOMILE    ,3564.0,BEVERAGE
165,SULA BLUSH ZINFANDEL(GLS)     ,3528.0,WINES
225,GNOCCHI CON POMMODORO         ,3526.96,FOOD
232,HONEYGLAZED CHICK & MUSTERD CR,3465.0,FOOD
26,ESPRESSO                      ,3415.5,BEVERAGE
305,BEAN N NACHO CHILLI           ,3403.1800000000003,FOOD
169,ASSORTED TAPAS(2 )VEG         ,3403.11,FOOD
116,KHEEMA GHOTALA                ,3267.08,FOOD
168,ASSORTED TAPAS (2)NONVEG      ,3267.04,FOOD
216,CREPES WITH MUSHROOMS         ,3260.77,FOOD
67,SEASONAL FRUITPIE (LOWCAL)    ,3118.5,FOOD
215,CREPES MONTE CRISTO           ,3062.8500000000004,FOOD
174,BLACKENED BALTI CHICKEN CRUSTI,3056.7,FOOD
316,WHITE SANGRIA (CARAFE)áááááááá,3024.0,LIQUOR
56,HERBED CHICKEN PIE            ,3007.08,FOOD
238,JAPANESE YAKITORI WRAP        ,2970.08,FOOD
72,HOEGAARDEN (GLS)              ,2953.15,LIQUOR
24,GREAT LAKES-JAVA BLEND (REG)        ,2939.02,BEVERAGE
253,NUTELLA CREPES                ,2895.8199999999997,FOOD
261,PHILADELPHIA CREAM CHEESECAKE ,2877.1499999999996,FOOD
131,COLUMBIAN SUPREMO  (REG)      ,2846.2099999999996,BEVERAGE
23,BRAZIL BOURBONSANTOS (REG)    ,2821.44,BEVERAGE
248,MEXICAN CHILLI CON CARNE WRAP ,2784.4400000000005,FOOD
154,ETHIOPIAN YIRGACHEFFE (REG)   ,2784.42,BEVERAGE
103,CLASSIC BELGIAN  WAFFLE       ,2710.13,FOOD
242,M & M SHAKE                   ,2673.0,BEVERAGE
112,SUNSHINE SHAKE                ,2672.97,FOOD
100,GREAT LAKES FLOATS W CHOC           ,2660.75,BEVERAGE
32,EARL GREY                     ,2654.39,BEVERAGE
263,PLAIN JANE (CHOCOLATE)        ,2598.75,MISC
0,3COURSE NON-VEG MEAL          ,2598.75,FOOD
195,CAJUN CHICKEN CRUSTINI        ,2512.1600000000003,FOOD
189,BUTTER MILK PAN CAKES         ,2505.93,FOOD
5,YEMENI GREAT LAKES (REG)            ,2450.28,BEVERAGE
196,CHAMPINONES CON AJO Y OLIVA   ,2425.5,FOOD
175,BLUE BERRY MUFFINS            ,2413.07,FOOD
186,ORANGE FLAVOUR SINGLE         ,2376.0,TOBACCO
287,SHERRIED MUSHROOMS CROQUE     ,2320.3500000000004,FOOD
285,SHERRIED GARLIC MUSHROOMS CRUS,2276.96,FOOD
135,TIRAMISU                      ,2252.25,FOOD
300,TOMATOLINO                    ,2134.67,FOOD
303,VANILLA LITE SHAKE            ,2134.66,BEVERAGE
266,POLLO PELOTA CON TAMATE SALSA ,2116.17,FOOD
286,SANGRIA ROSE (CARAFE)         ,2016.0,WINES
120,VLN CAB SAUV CLASIQ (GLS)     ,1984.5,WINES
96,INDIAN PEABERRY (REG)         ,1980.0,BEVERAGE
227,GREEK GYROS CRUSTINI          ,1973.8400000000001,FOOD
221,ENG BREAKFAST TEA             ,1973.7999999999997,BEVERAGE
137,CHUNKY CHOCO CHIP COOKIES     ,1973.77,FOOD
22,COSTARICA TARRAZU (REG)       ,1880.98,BEVERAGE
98,GREAT LAKES FLOAT W VANILLA         ,1856.35,BEVERAGE
1,3COURSE VEG MEAL              ,1856.2800000000002,FOOD
133,BRAZIL BOURBONSANTOS (AULAIT) ,1850.0399999999997,BEVERAGE
315,WHITE RUM (SM)                ,1837.5,LIQUOR
200,YEMENI GREAT LAKES (AULAIT)         ,1831.52,BEVERAGE
163,CHERRY FLAVOUR SINGLE         ,1782.0,TOBACCO
127,APRICOT FLAVOUR SINGLE        ,1782.0,TOBACCO
283,ROSE FLAVORS SINGLE           ,1782.0,MISC
217,CREPES WITH POTATO LAKTES     ,1726.3000000000002,FOOD
110,THANK GOD ITS A SUNDAE        ,1726.29,FOOD
130,GREAT LAKES-JAVA BLEND (AULAIT)     ,1707.7299999999998,BEVERAGE
107,APPLE PIE SHAKE               ,1670.6,FOOD
148,SUMATRA MANDHELING (REG)      ,1645.88,BEVERAGE
150,APPLE CINNAMON MUFFIN         ,1633.4599999999996,FOOD
310,VEGETABLE PASTA               ,1608.76,FOOD
299,THE CHOC FATHER               ,1584.0,FOOD
206,MARRAKESH HOOKAH SINGLE       ,1557.6,TOBACCO
197,CHEESE FINGERS                ,1546.8899999999999,FOOD
277,RED SANGRIA (GLS)á áááááááááá ,1543.5,WINES
166,SANGRIA ROSE (GLS)            ,1543.5,WINES
260,PESTO CREAM                   ,1485.02,FOOD
291,SRILANKAN OMELETTE BREAKFAST  ,1447.92,FOOD
249,MEXICAN CHILLY CREPES         ,1429.3300000000002,FOOD
147,CHAMOMILE TEA                 ,1429.2599999999998,BEVERAGE
246,MAGGI NDL BOLOGNESE           ,1386.0,FOOD
245,VLN CAB SAUV CLASIQ (BTL)     ,1386.0,WINES
210,COUS COUS WRAP                ,1386.0,FOOD
4,COLUMBIAN SUPREMO (AULAIT)    ,1336.4899999999998,BEVERAGE
123,AFRICAN OMELETTE BREAKFAST    ,1299.37,FOOD
157,HOUSEBLEND FULLCITY (REG)     ,1293.1599999999999,BEVERAGE
170,BANANA WALNUT MUFFIN          ,1293.1499999999999,FOOD
126,APPLE N CINNAMON CREPES       ,1287.04,FOOD
259,PESCADO PANINO                ,1287.0300000000002,FOOD
272,LATE HARVEST SULA CHENIN (BTL),1260.0,TOBACCO
222,ESPRESSO TRIOS                ,1225.1599999999999,BEVERAGE
149,OATMEAL AND RAISIN COOKIES    ,1225.1099999999997,FOOD
164,LEMON FLAVOUR SINGLE          ,1188.0,TOBACCO
296,SWEET MELON FLAVOUR SINGLE    ,1188.0,FOOD
295,SUNNY SIDE UP/BULLS EYE       ,1175.6,FOOD
95,ADD ON S                      ,1175.4799999999998,MISC
302,VANILLA ICECREAM              ,1150.98,FOOD
182,COSTARICA TARAZU (AULAIT)     ,1138.51,BEVERAGE
317,WHITE SANGRIA (GLS)áááá áááááá,1102.5,LIQUOR
211,CREME BRULEE                  ,1082.8300000000002,FOOD
155,ETHOPIAN YIRGACHEFFE (AULAIT) ,1076.6399999999999,BEVERAGE
101,ADD HAZELNUT FLAVOUR          ,1051.9500000000003,BEVERAGE
143,VLN SAUV BLANC (BTL)          ,1008.0,WINES
309,VLN CHENIN BLANC (BTL)        ,1008.0,WINES
218,CRUMBED TOFU CRUSTINI         ,996.1699999999998,FOOD
161,HERBED GARDEN PIE             ,996.1699999999998,FOOD
312,WAIST WATCHING OMELETTE       ,952.9,FOOD
212,KENYA AA (AULAIT)             ,897.2,BEVERAGE
193,C C C ROMA TOMATO SALAD       ,891.0,FOOD
102,CON PANNA                     ,891.0,BEVERAGE
20,INDIAN PEABERRY (AULAIT)      ,866.25,BEVERAGE
280,RED VELVET CHEESE CAKE        ,866.25,FOOD
262,PLAIN  JANE (STRAWBERRY)      ,866.25,MISC
158,HOUSEBLEND FULLCITY (AU LAIT) ,853.8599999999999,BEVERAGE
191,GOLD FLAKE KING RED           ,840.0,TOBACCO
220,DARK RUM (SM)                 ,787.5,MISC
224,GIN (SM)                      ,787.5,MISC
159,JAVA ESTATES (REG)            ,773.45,BEVERAGE
187,LATE HARVEST SULA CHENIN (GLS),756.0,TOBACCO
2,ADD HERB ROAST CHICKEN        ,742.56,MISC
306,TENNESSEE CHICKEN WINGS       ,742.5,FOOD
223,FISH FINGER                   ,742.5,MISC
183,GREAT LAKES CREAM                   ,717.76,BEVERAGE
269,RASPBERRY LITE SHAKE          ,711.55,BEVERAGE
313,WARM PEPPER & CHICKPEA SALAD  ,693.0,FOOD
160,HAWAIIAN KONA FANCY (AU LAIT) ,686.8199999999999,BEVERAGE
178,CH COFFEE MUGS                ,675.0,MERCHANDISE
171,PLAYING CARDS                 ,674.6400000000001,MERCHANDISE
192,BENSON & HEDGES LIGHTS        ,630.0,TOBACCO
243,GUATEMALA ANTIGUA (REG)       ,618.76,BEVERAGE
264,PLAIN JANES (VANILLA)         ,618.75,MISC
289,HAWAIIAN KONA FANCY(REG)      ,612.5699999999999,BEVERAGE
167,ASIAN WOK TOSSED SALAD        ,612.56,FOOD
181,PEACH FLAVOUR SINGLE          ,594.0,TOBACCO
226,GRAPPO SHEESHA                ,594.0,MISC
268,ROCKSTAR TOOTHPICK HOLDER     ,560.26,MERCHANDISE
209,CINNA BUNS W CREAM CHESSE FROS,556.87,FOOD
219,CURRIED WASHINGTON APPLE SOUP ,556.87,FOOD
279,BODHI CUSHIONS                ,550.13,MERCHANDISE
244,GUATEMALA ANTIGUA (AULAIT)    ,538.3199999999999,BEVERAGE
173,BLACK FOREST CREPES           ,538.3199999999999,FOOD
314,WHISKEY (SM)                  ,525.0,LIQUOR
278,DAARU BEER GLASS              ,499.5,MERCHANDISE
281,ROAST CHICKEN SALAD           ,482.62,MISC
188,BUNUELOS DE CHIRIZO           ,470.26,FOOD
138,CH NOTE BOOKS                 ,455.70000000000005,MERCHANDISE
124,AL SIKANDARI HOOKAH DOUBLE    ,455.4,TOBACCO
177,CH TINS                       ,449.4,MERCHANDISE
254,SUMATRA MANDHELING (AULAIT)   ,426.93,BEVERAGE
229,HOUSE BLEND DECAFF (REG)      ,426.93,BEVERAGE
205,COLUMBIAN SUP DCAFE (RGLR)    ,426.93,BEVERAGE
146,ADD WHIPPED CREAM             ,408.41999999999996,BEVERAGE
284,SALI PER EDU/PAPETA PER EDU   ,408.39,FOOD
208,CHOCOLATE ICECREAM            ,371.28999999999996,FOOD
125,APPLE FLAVOUR DOUBLE          ,369.6,TOBACCO
230,TINS RECT & SMALL CIRCULAR    ,359.1,MERCHANDISE
202,JAVA ESTATES (AULAIT)         ,358.88,BEVERAGE
231,HONEY ROASTED PEANUT BUTTER CK,340.3,FOOD
308,STELLA ARTOIS (GLS)           ,328.13,LIQUOR
142,GOLD FLAKE KING BLUE          ,315.0,TOBACCO
307,STUFFED MUSHROOM              ,309.38,FOOD
194,CAFE ZABAGLIONE               ,309.38,FOOD
141,DAIRY OF A DAIRY              ,300.3,MERCHANDISE
203,CH KEY CHAIN                  ,299.25,MERCHANDISE
304,NEW ORLEANS BLUE  (AULAIT)    ,284.62,BEVERAGE
30,ADD CINNAMON FLAVOUR          ,278.46000000000004,BEVERAGE
293,THUNDER THIGH(JUICE GLS) BLACK,249.75,MERCHANDISE
199,ADD CARAMEL FLAVOUR           ,247.52,BEVERAGE
184,GRILLED CHICKEN SAUSAGES      ,247.5,FOOD
201,NEW ORLEANS BLUE (REG)        ,235.12,BEVERAGE
256,MUGS - FLAMES                 ,226.13,MERCHANDISE
179,NAPKIN STAND                  ,225.0,MERCHANDISE
237,RECESSION BEER MUG SHOT GLS   ,220.5,MERCHANDISE
117,MUMBAI SHOT GLASSES           ,220.5,MERCHANDISE
172,GOA GIRLS SHOT GLASS          ,220.5,MERCHANDISE
145,ADD VANILLA FLAVOUR           ,216.58,BEVERAGE
119,CLASSIC MILD                  ,199.2,TOBACCO
190,BUTTERED TOASTS               ,198.0,FOOD
290,SPICED LEMON AND BASIL VELOUTE,185.62,FOOD
122,ADD POTATO WEDGES             ,173.24,MISC
76,MUGS - STRIPE PLAIN           ,150.76,MERCHANDISE
255,RULER DIARY                   ,130.2,MERCHANDISE
252,GREAT LAKES STAMP DAIRY             ,124.95,MISC
139,CH BOOKMARKS SET OF 4         ,119.69999999999999,MERCHANDISE
294,BENSON & HEGDES GOLD BLUE     ,109.8,TOBACCO
214,CLASSIC ULTRA MILD            ,99.6,TOBACCO
140,MUGS - TALL PLAIN             ,75.38,MERCHANDISE
185,MUGS WITH CIRCLE DESIGN       ,75.38,MERCHANDISE
162,TREE DIARY                    ,65.1,MERCHANDISE
213,ADD IRISH CREAM FLAVOUR       ,61.88,BEVERAGE
